state_key,instance_id,instance_sha256,dataset_role,scale,observed_budget_fraction,stage,capture_fraction,capture_target,search_iteration,seed,condition_tags,source_a17ar_raw_file,source_a17ar_raw_sha256,state_payload_sha256,audit_only,eligible_for_future_training
CLEAN|CB1_TRAIN_M_CF2_RI2_TI3_R03:seed817000041:iteration400,CB1_TRAIN_M_CF2_RI2_TI3_R03,93e58c40c4d925ed3f54fb08ca5831d2ec222d2b59a7117cb44ea9bda30befa5,TRAIN,M,0.10276914361485502,EARLY,0.1,0.1,400,817000041,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_M_CF2_RI2_TI3_R03.json,3cdfb48c92a5ca77615d634bd4a6a7ca3139697c51ada6ebb9ca75b173db2a8a,75881345f583ea46f64388864a0b744393e539d8a166dd486e89270550c4fe3b,True,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI3_R04:seed817000093:iteration400,CB1_TRAIN_M_CF2_RI1_TI3_R04,a34bfce3f8e6588ae403f9bc99d40faf4e61d2fdaa3dce987fe0bff9aacd8172,VALIDATION,M,0.1024025774477782,EARLY,0.1,0.1,400,817000093,bottleneck_or_critical_transition|high_action_entropy|improving,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_M_CF2_RI1_TI3_R04.json,fef2fbcdb32d907cf8f9b569cfc2605a39122d769b44d359122084beec9aab28,2642180e6bb54c5d7a793c860681a66bfa27a9b783be26b74248ef68210de066,True,False
CLEAN|CB1_TRAIN_M_CF2_RI1_TI1_R03:seed817000036:iteration2140,CB1_TRAIN_M_CF2_RI1_TI1_R03,bf349e8d0bee21335b000d057e7beeefdc307ba65df3973c14db7faf7813de5b,TRAIN,M,0.5029787740080434,MIDDLE,0.5,0.5,2140,817000036,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_M_CF2_RI1_TI1_R03.json,0fc087e5e4be5f748314e257dd5716562a317b4d8db481289def79ca46bfe92c,07878498fc3ffda288adc61d78a596cbb2a5a6bb8f65309a396df884bc8ddc5a,True,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R03:seed817000028:iteration2160,CB1_TRAIN_M_CF1_RI1_TI2_R03,675bb7c7def86cbfa95115eddb427fc50353685769bef1e1662473e10442274f,TRAIN,M,0.5036238121815999,MIDDLE,0.5,0.5,2160,817000028,low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_M_CF1_RI1_TI2_R03.json,3c73f51791ac27b0cd7a47357dd252e710a4ca1ac8a2e4006409436ce31e5aa9,2e57a5a48f58e8063e4190de778fba1bd94db106e615244ad86257e10f3d11d8,True,False
CLEAN|CB1_TRAIN_M_CF1_RI1_TI2_R04:seed817000090:iteration1940,CB1_TRAIN_M_CF1_RI1_TI2_R04,6a93179d7ed82ac8e36b42fd5e4a37840818ac44b7804977da06aca7d31b976d,VALIDATION,M,0.5027602873538853,MIDDLE,0.5,0.5,1940,817000090,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_M_CF1_RI1_TI2_R04.json,5c3235643ffe05f5dc7d509ed5df9c23a003be1569d263bba42886d979aea01f,91578b4aca7283b8c9ceda3bd2ed38c229d457f3fb8d208bade304484b2cb445,True,False
CLEAN|CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration3660,CB1_TRAIN_M_CF3_RI1_TI1_R01,6915adec392713137a39614371fd268947bee03bb082db694be8bf35794b54d9,TRAIN,M,0.9017276397346555,LATE,0.9,0.9,3660,817000045,bottleneck_or_critical_transition|high_action_entropy|immediately_post_improvement|improving,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_M_CF3_RI1_TI1_R01.json,2ec6c8d192df4bcf1e8d93421808b0b06e5765fb6a436f5226b94a4cc523cfd5,5a8a47614385c40d7be3d68499d0ecb1bd8149baf9555d11b320daa3c6f0650a,True,False
CLEAN|CB1_TRAIN_M_CF1_RI2_TI3_R02:seed817000032:iteration3560,CB1_TRAIN_M_CF1_RI2_TI3_R02,07fbc952afde2a487b658bcdfcf9bad19d69351e029ba40507de5a998f6ed47b,TRAIN,M,0.9045868618605576,LATE,0.9,0.9,3560,817000032,low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_M_CF1_RI2_TI3_R02.json,1527e55f37cf7632753fa2b7e3b0603300b53a3cf1eede49871a9f7602e8ef07,c6123e1b49a5cc90eb826cb41a9640f5cc279ce995e5e44dd49a997ed1683020,True,False
CLEAN|CB1_TRAIN_M_CF1_RI2_TI3_R04:seed817000091:iteration3300,CB1_TRAIN_M_CF1_RI2_TI3_R04,210f5c627a534c54c772c032e40d392a5deaf6916087f979a0a3aa706a802915,VALIDATION,M,0.9003878621460619,LATE,0.9,0.9,3300,817000091,low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_M_CF1_RI2_TI3_R04.json,9eb6e7c6a6a488adbf1054429392bdf07fe27a7f17316565e557fd12390af9f8,f815be65dfbb618a61b3625826b0eef1457ce4f7b1b7289873f32ba1371836fe,True,False
CLEAN|CB1_TRAIN_L_CF3_RI3_TI2_R02:seed817000025:iteration320,CB1_TRAIN_L_CF3_RI3_TI2_R02,2f43407662a3901a54ce525a85b50859055a69fd6ff232a0fcfcf1befc824530,TRAIN,L,0.1036227866269858,EARLY,0.1,0.1,320,817000025,bottleneck_or_critical_transition|immediately_post_improvement|improving|low_action_entropy,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF3_RI3_TI2_R02.json,d7353578621b6f9daa41d949e8cf59b6495c03f4a89429db01112db0ed9a7e5b,652f31ba03d648dd7e3bb43a19a51631b8ac3327a83a09a17de8023e3fcf9b0d,True,False
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R02:seed817000002:iteration300,CB1_TRAIN_L_CF1_RI1_TI3_R02,5ad262e4c9d081786edb63cb241253bde4f3d4098b7036968534c8d91b967572,TRAIN,L,0.10039297764872301,EARLY,0.1,0.1,300,817000002,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF1_RI1_TI3_R02.json,b93d33366e2a15cd02d75b4b64f0856363e13a2cad8c914668efeb785f816745,735074ff2e0f3f477a7a523866b2d6b8d73f1416b68ce88d6f1f200f62bceaf0,True,False
CLEAN|CB1_TRAIN_L_CF1_RI1_TI3_R04:seed817000081:iteration340,CB1_TRAIN_L_CF1_RI1_TI3_R04,89fbe6cb5a39a8f852479ab6a9ddbf6121d7b1f960ce628d626c0a0cae740adc,VALIDATION,L,0.10191750963473648,EARLY,0.1,0.1,340,817000081,bottleneck_or_critical_transition|immediately_post_improvement|improving|low_action_entropy,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_L_CF1_RI1_TI3_R04.json,569a77f136ea6cc4bdddf50c58bafad99e5804198832c284799ea09107051a03,56a9c49959db4a3e6d59d49e42da544329f37860906de26048a9bc0e473b1fcc,True,False
CLEAN|CB1_TRAIN_L_CF1_RI3_TI3_R01:seed817000008:iteration1640,CB1_TRAIN_L_CF1_RI3_TI3_R01,18b576ae5853ce9659843c4f9ce7551719212129050f2fa61532ef5440b241f4,TRAIN,L,0.5032686906852994,MIDDLE,0.5,0.5,1640,817000008,bottleneck_or_critical_transition|low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF1_RI3_TI3_R01.json,4cc85e1ee958b22b5ea512d9417b01083753fdfb348302fe36d8752ae6276753,e51db17649b76f2b5e7f4144f0e924f8bd9faa365df222b42fdd05700ecf38fc,True,False
CLEAN|CB1_TRAIN_L_CF1_RI1_TI2_R01:seed817000001:iteration1620,CB1_TRAIN_L_CF1_RI1_TI2_R01,7dbc13ed811fd17bb3b78fc99273d12505ee2ae35fc15f5d4bbf7a50074c7935,TRAIN,L,0.5000144336629316,MIDDLE,0.5,0.5,1620,817000001,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF1_RI1_TI2_R01.json,3f1df7ba6f66c6ee39a9e6c57c98cc3636bc24f27ab177e5d0cc6286fafce0ca,68572c321f03e2759d17189dcdef566849c7db121e6da270894491df7c5e24f1,True,False
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration1680,CB1_TRAIN_L_CF2_RI1_TI1_R04,cceb3556148abd2e968dd2352fbaf7df654b80cc83b2f573b035e2e2519976b1,VALIDATION,L,0.5048735451061206,MIDDLE,0.5,0.5,1680,817000084,bottleneck_or_critical_transition|high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_L_CF2_RI1_TI1_R04.json,4b34e4864c95df8dfe35a8bb18ac6e9b380388874c6ade4d1b8776c072f9f063,5499e4c5e3a3b7c4308658c68e0a62b71492707975f91b0e0aa441156e67b3c3,True,False
CLEAN|CB1_TRAIN_L_CF1_RI2_TI1_R01:seed817000003:iteration3020,CB1_TRAIN_L_CF1_RI2_TI1_R01,6ba39a18b36661fb347a650c02165393f87478137ec0581f9415f8320663b456,TRAIN,L,0.9007744848119289,LATE,0.9,0.9,3020,817000003,low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF1_RI2_TI1_R01.json,ec48ad6ace3af2cd9021f05b1288bb1332ea785281cb9a8ec2b16eefdc5e9583,3e6e27b9e215c1f3c58e6129d40faf81593683f137e45fd42985b1fffd52ca58,True,False
CLEAN|CB1_TRAIN_L_CF1_RI1_TI1_R03:seed817000000:iteration2980,CB1_TRAIN_L_CF1_RI1_TI1_R03,a03175f658133ce1e9f59c75521033061b2c162e50230f50c539f1d11e4456c8,TRAIN,L,0.9024854888227921,LATE,0.9,0.9,2980,817000000,high_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/train/CB1_TRAIN_L_CF1_RI1_TI1_R03.json,2f9c33b9c08587570c6c089ee402ed8035542366345182876100c21bc3c8c562,9077050474342b1b1736c14a5a27e4f4d1f496e939e67b80cc27d6eb0f7f5094,True,False
CLEAN|CB1_TRAIN_L_CF2_RI1_TI1_R04:seed817000084:iteration3000,CB1_TRAIN_L_CF2_RI1_TI1_R04,cceb3556148abd2e968dd2352fbaf7df654b80cc83b2f573b035e2e2519976b1,VALIDATION,L,0.9004809531118518,LATE,0.9,0.9,3000,817000084,low_action_entropy|plateau_or_stagnating,outputs/ngas_a1/trajectory_utility_a17ar_v1/raw/validation/CB1_TRAIN_L_CF2_RI1_TI1_R04.json,4b34e4864c95df8dfe35a8bb18ac6e9b380388874c6ade4d1b8776c072f9f063,fa277293ebf6aecafa5eebcc041377204642deb745422563aef63a49d18cf565,True,False
