record_type,campaign,algorithm,instance_id,instance_path,instance_sha256,state_id,state_source,state_type,seed,fold,action_count,contributed_to_final_c1,budget_seconds,artifact_path,artifact_sha256,manifest_path,manifest_member
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12.json,74b633a78dfe171189160ec0651f63c472fd7c4b456c8aa149cbc69f56bbcc8c,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12.json,74b633a78dfe171189160ec0651f63c472fd7c4b456c8aa149cbc69f56bbcc8c,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12_C02.json,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12_C02:H1,H1,H1_INITIAL,,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12_C02.json,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12_C02:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12_C02.json,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12_C02:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF2_RI2_TI2_R12_C02.json,48a9ab11246faafcf8189c16695cbf926f0ae8bdbc42dfab76d38b2d7830b091,ngas-a13-development-v1:CB1_CAUR_L_CF2_RI2_TI2_R12_C02:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,0,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12:H1,H1,H1_INITIAL,,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12.json,bdb01c2b6350b572dcac6be3c542e696143bd4766ab3ae7939bff36e6234f25b,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12_C02:H1,H1,H1_INITIAL,,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12_C02:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12_C02:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_L_CF3_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_L_CF3_RI2_TI2_R12_C02.json,2373d994f8a29b3d5bc58aacb9c4f74c8c60d0950760ab044a7354c19b09f9b9,ngas-a13-development-v1:CB1_CAUR_L_CF3_RI2_TI2_R12_C02:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12:H1,H1,H1_INITIAL,,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12.json,f3e73b5840e8e50e51b2bf81be2d17dc60648dd4666091ef91a94a0d3544e971,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12_C02:H1,H1,H1_INITIAL,,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12_C02:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12_C02:NATIVE16_746102,NATIVE16_746102,NATIVE16_SEARCH_STATE,746102,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF1_RI2_TI2_R12_C02,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF1_RI2_TI2_R12_C02.json,c5f935a0c647bb5931b89836d8cecd934eab4933915ffb05394716fb026d4bb9,ngas-a13-development-v1:CB1_CAUR_M_CF1_RI2_TI2_R12_C02:NATIVE16_746103,NATIVE16_746103,NATIVE16_SEARCH_STATE,746103,1,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12.json,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,ngas-a13-development-v1:CB1_CAUR_M_CF2_RI2_TI2_R12:H1,H1,H1_INITIAL,,2,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
C1_TRAINING_STATE,A1.3R_FINAL_C1_FIT,C1_COMPACT_RELATIONAL,CB1_CAUR_M_CF2_RI2_TI2_R12,instances/controlled/RCIAS-CB1-TRAIN-CAUR-R12R14/r12_caur_fit/CB1_CAUR_M_CF2_RI2_TI2_R12.json,d9ebab88d1a3e2d3da92e56533b0c1d062ebeb81d84c125ec61af8fe79e7087a,ngas-a13-development-v1:CB1_CAUR_M_CF2_RI2_TI2_R12:NATIVE16_746101,NATIVE16_746101,NATIVE16_SEARCH_STATE,746101,2,90,True,,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_v2.json.gz,587d8de6236a4be4abed1be4cad332bd97ff2c2056d18bc6311ee1d490c4ecb2,outputs/ngas_a1/critic_training_rthgt_v2/data/training_cache_manifest_v2.json,True
