instance_id,training_split,scale,CF_level,RI_level,TI_level,replicate,base_structure,base_generation_seed,final_generation_seed,trajectory_seed,state_sampling_seed,counterfactual_arm_seed_namespace,repair_seed_namespace,relative_path,sha256
CB1_TRAIN_S_CF1_RI1_TI2_R02,TRAIN,S,CF1,RI1,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011201,663011201,664000000,665000000,train/CB1_TRAIN_S_CF1_RI1_TI2_R02.json,c4fe21f640a23c909e61dd6c6cedbecd5a35ea43adb7a9331f3803b8312c0460
CB1_TRAIN_S_CF1_RI1_TI3_R02,TRAIN,S,CF1,RI1,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011202,663011202,664000000,665000000,train/CB1_TRAIN_S_CF1_RI1_TI3_R02.json,fd148c948485c3bf9cf47b94eb5c4652ef5f3efc428fecd951ecfd164356627d
CB1_TRAIN_S_CF1_RI2_TI1_R02,TRAIN,S,CF1,RI2,TI1,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011210,663011210,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI1_R02.json,d82d63025b7d284cd6da2e91b1d3b6044029593e75049bb67a261b08cc02d6cb
CB1_TRAIN_S_CF1_RI2_TI2_R02,TRAIN,S,CF1,RI2,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011211,663011211,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI2_R02.json,2ce55d9e24db9398b327263bc0ca306abe2c15f21fd2fa9db463e794a322151f
CB1_TRAIN_S_CF1_RI2_TI3_R02,TRAIN,S,CF1,RI2,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011212,663011212,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI3_R02.json,4310d95dbff79966d6337fb0d2b64b6590de87b8ed65c22323fe9b80cf664a10
CB1_TRAIN_S_CF1_RI3_TI1_R02,TRAIN,S,CF1,RI3,TI1,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011220,663011220,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI1_R02.json,26e50192559c242cf0dff94ffbff6ea3fe41e0a09d083fc8586f1cf0920ae31e
CB1_TRAIN_S_CF1_RI3_TI2_R02,TRAIN,S,CF1,RI3,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011221,663011221,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI2_R02.json,704b00c6da22dd8e8f277f680a83d448ce99fbdeb7b45c137352abcf39ada294
CB1_TRAIN_S_CF1_RI3_TI3_R02,TRAIN,S,CF1,RI3,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,661112,661112001,662011222,663011222,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI3_R02.json,ded9e0ea33a50bd418ccbebe302397ea3d75e24d058da3202ca1cc7b4b516a06
CB1_TRAIN_S_CF1_RI1_TI1_R03,TRAIN,S,CF1,RI1,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011300,663011300,664000000,665000000,train/CB1_TRAIN_S_CF1_RI1_TI1_R03.json,bc4e277278d7a24ac7d4db6e788609fb10b42057904bac5268cc1ec08b6abd49
CB1_TRAIN_S_CF1_RI1_TI2_R03,TRAIN,S,CF1,RI1,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011301,663011301,664000000,665000000,train/CB1_TRAIN_S_CF1_RI1_TI2_R03.json,2c47260a666c10bf3c1be8d9a109b7ea980d84dd4576d3ab4eccf2b4307f5e3d
CB1_TRAIN_S_CF1_RI1_TI3_R03,TRAIN,S,CF1,RI1,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011302,663011302,664000000,665000000,train/CB1_TRAIN_S_CF1_RI1_TI3_R03.json,630eef880e6d8df836e681c8ead2aa723d6c7e81625c6d83e55b774327cc7bff
CB1_TRAIN_S_CF1_RI2_TI1_R03,TRAIN,S,CF1,RI2,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011310,663011310,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI1_R03.json,a0425d0f40ddcbea4fcba9734bcde09010f63a40f328b944ce514f47f2475ba7
CB1_TRAIN_S_CF1_RI2_TI2_R03,TRAIN,S,CF1,RI2,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011311,663011311,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI2_R03.json,066ea8fb7a2a17cf43c4e0c681d393935094321bbb1b1a17af1fce4b80578bee
CB1_TRAIN_S_CF1_RI2_TI3_R03,TRAIN,S,CF1,RI2,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011312,663011312,664000000,665000000,train/CB1_TRAIN_S_CF1_RI2_TI3_R03.json,d5aa8e953762ad7882bfc46222b3bfc437a6c431d14c9b025bb8c1f0529a18af
CB1_TRAIN_S_CF1_RI3_TI1_R03,TRAIN,S,CF1,RI3,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011320,663011320,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI1_R03.json,955d34202a1a252fc86b3179a5b07baf2d455365d546cef918becac41a28c86b
CB1_TRAIN_S_CF1_RI3_TI2_R03,TRAIN,S,CF1,RI3,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011321,663011321,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI2_R03.json,e94d0ed0ee40f484472091af9c98cd7b673c53ba7cb917d120c8bd96805daad2
CB1_TRAIN_S_CF1_RI3_TI3_R03,TRAIN,S,CF1,RI3,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,661113,661113001,662011322,663011322,664000000,665000000,train/CB1_TRAIN_S_CF1_RI3_TI3_R03.json,a20277489ffedadf6f0a2628e26c0b16f78792942208f89270de811fcb8e1e2d
CB1_TRAIN_S_CF1_RI1_TI1_R04,TRAIN_VALIDATION,S,CF1,RI1,TI1,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011400,663011400,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI1_TI1_R04.json,9686d1c5667adc201a394f28e956ab4fe5f4db8fb677da787cc7ff9df7c11439
CB1_TRAIN_S_CF1_RI1_TI2_R04,TRAIN_VALIDATION,S,CF1,RI1,TI2,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011401,663011401,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI1_TI2_R04.json,31a35a3fa1147c6074745349b0b1f8e368d9e5855f2977617f6b1eaa20779d42
CB1_TRAIN_S_CF1_RI1_TI3_R04,TRAIN_VALIDATION,S,CF1,RI1,TI3,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011402,663011402,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI1_TI3_R04.json,064fc90ac2e44f80928f48d9b73941c958614dbaf8be077c7210438799b7fd1a
CB1_TRAIN_S_CF1_RI2_TI1_R04,TRAIN_VALIDATION,S,CF1,RI2,TI1,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011410,663011410,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI2_TI1_R04.json,dcb3a253f15c457cb1f75480b2aff4dc431bb3334fba1fb2242dbe28d28812b6
CB1_TRAIN_S_CF1_RI2_TI2_R04,TRAIN_VALIDATION,S,CF1,RI2,TI2,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011411,663011411,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI2_TI2_R04.json,3001947422df7a6b5e86592ce05db19af0c64bb439ac19fc9a284e4d1e0c70bb
CB1_TRAIN_S_CF1_RI2_TI3_R04,TRAIN_VALIDATION,S,CF1,RI2,TI3,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011412,663011412,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI2_TI3_R04.json,8666722cd10c9474cf8065dbca0303547eced10098e9b32178dfcd39015d4fb5
CB1_TRAIN_S_CF1_RI3_TI1_R04,TRAIN_VALIDATION,S,CF1,RI3,TI1,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011420,663011420,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI3_TI1_R04.json,cd86c05cd3fd412d03fc2329c1b2904ee56c0fd09144083bfbf9f5bfecd5044e
CB1_TRAIN_S_CF1_RI3_TI2_R04,TRAIN_VALIDATION,S,CF1,RI3,TI2,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011421,663011421,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI3_TI2_R04.json,77b5c7f7c065fae6683c1346fffe6029a51e7528fb59f08db0d7a14ce4ba7a29
CB1_TRAIN_S_CF1_RI3_TI3_R04,TRAIN_VALIDATION,S,CF1,RI3,TI3,R04,CB1_TRAIN_BASE_S_CF1_R04,661114,661114001,662011422,663011422,664000000,665000000,train_validation/CB1_TRAIN_S_CF1_RI3_TI3_R04.json,5d00090e4afe20fd61d86b3f93fd7c148cc0f1fb7d82465687155f11400a6e1f
CB1_TRAIN_S_CF1_RI1_TI1_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI1,TI1,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011500,663011500,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI1_TI1_R05.json,fbd91dbf844f7b52ef6813b3ef2ae7c8d3ba655ae7d3d03d28c986f5a5459d91
CB1_TRAIN_S_CF1_RI1_TI2_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI1,TI2,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011501,663011501,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI1_TI2_R05.json,574ee4ce8bfcf5c1445090be69dd8dbeefe91572db6a0d51964db9a6efb0ebd5
CB1_TRAIN_S_CF1_RI1_TI3_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI1,TI3,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011502,663011502,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI1_TI3_R05.json,24ccee0018f8c2b12017623664607cf80946d9036c85b1b36450abebfffa00bf
CB1_TRAIN_S_CF1_RI2_TI1_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI2,TI1,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011510,663011510,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI2_TI1_R05.json,9349486c3c0c7c78b1a5312371877c2dadc5c2f5c936fade17d9255f73d6c044
CB1_TRAIN_S_CF1_RI2_TI2_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI2,TI2,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011511,663011511,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI2_TI2_R05.json,7ab2b1e9a7281838adecff35d53fa7f2d8a06950cdd637ffaa1e521653023aed
CB1_TRAIN_S_CF1_RI2_TI3_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI2,TI3,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011512,663011512,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI2_TI3_R05.json,35e694c5b1662070ecd716f09195f12a1c6ff798c0751c262950357ab09cf21e
CB1_TRAIN_S_CF1_RI3_TI1_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI3,TI1,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011520,663011520,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI3_TI1_R05.json,76565f63af426732b464fea8fe5adf17044587b89feee4acc3a5cc5129fc1df0
CB1_TRAIN_S_CF1_RI3_TI2_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI3,TI2,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011521,663011521,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI3_TI2_R05.json,9827ed5585d2b5873df829c789ae6e2d31598da87e2e272939efb8bf23bfc792
CB1_TRAIN_S_CF1_RI3_TI3_R05,TRAIN_INTERNAL_HOLDOUT,S,CF1,RI3,TI3,R05,CB1_TRAIN_BASE_S_CF1_R05,661115,661115001,662011522,663011522,664000000,665000000,train_internal_holdout/CB1_TRAIN_S_CF1_RI3_TI3_R05.json,618912da72861f7ffbb1890668c06fc38317442eeb048055ff1fc2ce5549745b
CB1_TRAIN_S_CF2_RI1_TI1_R01,TRAIN,S,CF2,RI1,TI1,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012100,663012100,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI1_R01.json,75caa5b9db5f00960b623ca8d17eb45e0afed00034235ac554ab1e512c07a82b
CB1_TRAIN_S_CF2_RI1_TI2_R01,TRAIN,S,CF2,RI1,TI2,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012101,663012101,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI2_R01.json,34e83f5c707783b260301999ffeeab25fbca9dba3264fe8d782e48d1c02642d5
CB1_TRAIN_S_CF2_RI1_TI3_R01,TRAIN,S,CF2,RI1,TI3,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012102,663012102,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI3_R01.json,0ec0697e48bbd0a7f11624ced9cf699bb0255e3d52e3cfd9a832671d63f2c509
CB1_TRAIN_S_CF2_RI2_TI1_R01,TRAIN,S,CF2,RI2,TI1,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012110,663012110,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI1_R01.json,b05417ea5e5c1950eace909c1f5a86656ede7c006f39ca69bdc0d4cb8d173673
CB1_TRAIN_S_CF2_RI2_TI2_R01,TRAIN,S,CF2,RI2,TI2,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012111,663012111,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI2_R01.json,4c01b43af83e03464176a64b78cfdfddd59213c28ab11212a9e787bbf57854bc
CB1_TRAIN_S_CF2_RI2_TI3_R01,TRAIN,S,CF2,RI2,TI3,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012112,663012112,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI3_R01.json,dd79e63876e05d12b93b1a7f23ba70b99a64604aba590460ad38f67ac34880a5
CB1_TRAIN_S_CF2_RI3_TI1_R01,TRAIN,S,CF2,RI3,TI1,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012120,663012120,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI1_R01.json,4bf9aaa09c6a4737ad9d6eaa2be970d5c7b6c034100eb2a781c78e8a1f2518df
CB1_TRAIN_S_CF2_RI3_TI2_R01,TRAIN,S,CF2,RI3,TI2,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012121,663012121,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI2_R01.json,6ff63d83adc42fae30b527f25d195a2f5068b9a71e0521fd13d529a623e5742b
CB1_TRAIN_S_CF2_RI3_TI3_R01,TRAIN,S,CF2,RI3,TI3,R01,CB1_TRAIN_BASE_S_CF2_R01,661121,661121001,662012122,663012122,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI3_R01.json,e551125fb1743379b6670f551495257d4c8dc35cc52f07742eeb553f0d7bb790
CB1_TRAIN_S_CF2_RI1_TI1_R02,TRAIN,S,CF2,RI1,TI1,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012200,663012200,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI1_R02.json,9e3f03d23f0889511915a594d1c6a2de9d9c4bc2a56e215900709c67b253f8fc
CB1_TRAIN_S_CF2_RI1_TI2_R02,TRAIN,S,CF2,RI1,TI2,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012201,663012201,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI2_R02.json,b25c68ec25ef3c3ee4fee5e6be55c551e7992796816b2f11c44c55d016ae9b80
CB1_TRAIN_S_CF2_RI1_TI3_R02,TRAIN,S,CF2,RI1,TI3,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012202,663012202,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI3_R02.json,a0b7febc4df7ffc3fc14bb02ca9ffac58f055b95b7230c10dd6d830f767a4f2e
CB1_TRAIN_S_CF2_RI2_TI1_R02,TRAIN,S,CF2,RI2,TI1,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012210,663012210,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI1_R02.json,5cd02acdeebdccc105412c015d1ed0ab64ec160e5f5a96b34e7b411eb6bcaf52
CB1_TRAIN_S_CF2_RI2_TI2_R02,TRAIN,S,CF2,RI2,TI2,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012211,663012211,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI2_R02.json,7aaa8ae68ce2fb92c2133ddb98b7cb8399d9f52a7a1fdf4a928dc16e4b4a6436
CB1_TRAIN_S_CF2_RI2_TI3_R02,TRAIN,S,CF2,RI2,TI3,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012212,663012212,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI3_R02.json,1b41ebbd0ddce0a79b8586d2f90f2179aa8774c0c2e0bca641935d7e26111efc
CB1_TRAIN_S_CF2_RI3_TI1_R02,TRAIN,S,CF2,RI3,TI1,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012220,663012220,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI1_R02.json,ac0b47c3eee60e130879ec2cc807346161f2e02b1e596ca47ec6339f768c4860
CB1_TRAIN_S_CF2_RI3_TI2_R02,TRAIN,S,CF2,RI3,TI2,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012221,663012221,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI2_R02.json,8bd14272349fb0bb7bb7ee57d3e7384b69043597faf59402df576feac1df044e
CB1_TRAIN_S_CF2_RI3_TI3_R02,TRAIN,S,CF2,RI3,TI3,R02,CB1_TRAIN_BASE_S_CF2_R02,661122,661122001,662012222,663012222,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI3_R02.json,f813e05317a623644dcae18ea95c3a0c9461afe56001743d85b9a0fdfda5a062
CB1_TRAIN_S_CF2_RI1_TI1_R03,TRAIN,S,CF2,RI1,TI1,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012300,663012300,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI1_R03.json,c0e19dbbc45e99587551e171a23ac1a73c920206dac81a1a8c3cfd0a0b0c98f1
CB1_TRAIN_S_CF2_RI1_TI2_R03,TRAIN,S,CF2,RI1,TI2,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012301,663012301,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI2_R03.json,e6837a7979c890b1c80dca4a6f5423281017a0ef71b98037facc0cd7a9d9d9a8
CB1_TRAIN_S_CF2_RI1_TI3_R03,TRAIN,S,CF2,RI1,TI3,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012302,663012302,664000000,665000000,train/CB1_TRAIN_S_CF2_RI1_TI3_R03.json,d0d2098efc1d2b675bc804cd544e1619bbea45b2a1902b2e850b1e3b43e70f29
CB1_TRAIN_S_CF2_RI2_TI1_R03,TRAIN,S,CF2,RI2,TI1,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012310,663012310,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI1_R03.json,64c0bd668c85e497b5ef54a822099987e58c741cbbdfd3a3bdf04b37ae69524f
CB1_TRAIN_S_CF2_RI2_TI2_R03,TRAIN,S,CF2,RI2,TI2,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012311,663012311,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI2_R03.json,dc68429b62da33dd6bc0eb6fabfed631080d459b739a2298c66c619ff2a9db62
CB1_TRAIN_S_CF2_RI2_TI3_R03,TRAIN,S,CF2,RI2,TI3,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012312,663012312,664000000,665000000,train/CB1_TRAIN_S_CF2_RI2_TI3_R03.json,ca985e3f9b63e976dff99ec96b8f9512399ef534a486f6ea0dfb65c9b5e739d8
CB1_TRAIN_S_CF2_RI3_TI1_R03,TRAIN,S,CF2,RI3,TI1,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012320,663012320,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI1_R03.json,092fb0e08083afa93eed28cb6f2df33b5fc3e734e1663e91ffb9e812b523a243
CB1_TRAIN_S_CF2_RI3_TI2_R03,TRAIN,S,CF2,RI3,TI2,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012321,663012321,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI2_R03.json,c20b9ee7f80e43509c65408ee946429f7722e70b9a37a351e91821e89c19d1ae
CB1_TRAIN_S_CF2_RI3_TI3_R03,TRAIN,S,CF2,RI3,TI3,R03,CB1_TRAIN_BASE_S_CF2_R03,661123,661123001,662012322,663012322,664000000,665000000,train/CB1_TRAIN_S_CF2_RI3_TI3_R03.json,bd97c6cfe7eb3878d9c1e5c9e5b0c26cad6eccf77abc242e20fe575856227b4b
CB1_TRAIN_S_CF2_RI1_TI1_R04,TRAIN_VALIDATION,S,CF2,RI1,TI1,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012400,663012400,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI1_TI1_R04.json,ec4ca352344eb9f0325d5b929c551466e46cf48ec18d9a8b48946533e3d68fa7
CB1_TRAIN_S_CF2_RI1_TI2_R04,TRAIN_VALIDATION,S,CF2,RI1,TI2,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012401,663012401,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI1_TI2_R04.json,c9627719d5ac56e4fff22fc69fee8d2622664213980e18806db3eed6a16fdd62
CB1_TRAIN_S_CF2_RI1_TI3_R04,TRAIN_VALIDATION,S,CF2,RI1,TI3,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012402,663012402,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI1_TI3_R04.json,b77cfa15e43e159d95c282dbe005f449689771e2a4568fd9ba2373acd17375ad
CB1_TRAIN_S_CF2_RI2_TI1_R04,TRAIN_VALIDATION,S,CF2,RI2,TI1,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012410,663012410,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI2_TI1_R04.json,1688bb9a1c0e33dc59540c4d5392a727cfc352cba0146326be5988de5fe0c236
CB1_TRAIN_S_CF2_RI2_TI2_R04,TRAIN_VALIDATION,S,CF2,RI2,TI2,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012411,663012411,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI2_TI2_R04.json,6b5fb00f6bd25fe8879c828eda32cc19691e717974a4e9955b02566ec09ad842
CB1_TRAIN_S_CF2_RI2_TI3_R04,TRAIN_VALIDATION,S,CF2,RI2,TI3,R04,CB1_TRAIN_BASE_S_CF2_R04,661124,661124002,662012412,663012412,664000000,665000000,train_validation/CB1_TRAIN_S_CF2_RI2_TI3_R04.json,8e5a157f69d3f566c3c3ad3eaadca62dd7b4693fc000619678b975da2159fe0a
