instance_id,live_revision_split,scale,CF_level,RI_level,TI_level,replicate,base_structure,family,number_of_products,number_of_operations,number_of_islands,number_of_W_AGVs,number_of_F_AGVs,number_of_configurations,number_of_precedence_edges,F_route_mean,F_route_median,R_full_op,R_high_op,F_route_min,F_route_max,F_cap_mean,R_full_island,capability_heterogeneity,capability_selectivity_mean,capability_selectivity_median,capability_selectivity_std,capability_selectivity_min,capability_selectivity_max,processing_CV_mean,processing_CV_median,processing_CV_p90,processing_min_max_ratio_mean,mean_processing_time,precedence_edge_density,mean_predecessor_count,mean_successor_count,number_of_source_operations,number_of_sink_operations,mean_ready_set_size,max_ready_set_size,mean_reconfiguration_time,median_reconfiguration_time,maximum_reconfiguration_time,nonzero_reconfiguration_std,nonzero_reconfiguration_CV,RI,configuration_diversity_entropy,nonzero_offdiagonal_reconfiguration_ratio,W_transport_intensity,F_transport_intensity,operations_per_W_AGV,operations_per_F_AGV,islands_per_W_AGV,islands_per_F_AGV,configuration_entropy,cell_replicate
CB1_LIVE_REV_L_CF3_RI2_TI2_R10,LIVE_REV_SELECT,L,CF3,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF3_R10,Unknown,22,184,15,2,2,8,275,0.497463768115942,0.4666666666666667,0.0,0.0,0.4666666666666667,0.5333333333333333,0.65,0.0,0.1779513042005218,0.65,0.6333333333333333,0.0927960727138337,0.5333333333333333,0.8,0.3281314115688784,0.3273349485485741,0.3690446591625458,0.337964250790981,64.34231609613984,0.3945480631276901,1.4945652173913044,1.4945652173913044,22,22,13.217391304347826,28,22.06422018348624,22.0,55.0,10.771897197484297,0.4008668603637606,0.4176335265851644,0.940351732711085,1.0,0.5494294368760047,0.9998603910559718,92.0,92.0,7.5,7.5,0.940351732711085,C01
CB1_LIVE_REV_L_CF3_RI2_TI2_R10_C02,LIVE_REV_SELECT,L,CF3,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF3_R10_C02,Unknown,22,180,15,2,2,8,275,0.4955555555555556,0.4666666666666667,0.0,0.0,0.4666666666666667,0.5333333333333333,0.65,0.0,0.16583123951776998,0.65,0.6666666666666666,0.10408329997330663,0.4666666666666667,0.8,0.32393284377526055,0.322513047144114,0.369151208557234,0.3441053252024898,60.53363228699551,0.41353383458646614,1.5277777777777777,1.5277777777777777,22,22,13.011111111111111,25,20.82175925925926,20.0,50.0,10.009262284604869,0.3939164923568787,0.4197601161500559,0.9521779798584242,1.0,0.54895877703904,0.9999950613625701,90.0,90.0,7.5,7.5,0.9521779798584242,C02
CB1_LIVE_REV_M_CF1_RI2_TI2_R09,LIVE_REV_FIT,M,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF1_R09,Unknown,15,130,10,2,2,6,191,0.23,0.2,0.0,0.0,0.2,0.3,0.35,0.0,0.1384437310486345,0.35,0.4,0.1118033988749894,0.2,0.5,0.3264872385845861,0.3290749298241866,0.3720930232558139,0.4848720981149504,61.01003344481605,0.3767258382642998,1.4692307692307691,1.4692307692307691,15,15,9.0,18,14.941176470588236,18.0,48.0,8.99110671719561,0.35398057941715,0.4163249643679421,0.9759857099663092,1.0,0.5491577424180508,0.9981964696853416,65.0,65.0,5.0,5.0,0.9759857099663092,C01
CB1_LIVE_REV_M_CF1_RI2_TI2_R09_C02,LIVE_REV_FIT,M,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF1_R09_C02,Unknown,15,127,10,2,2,6,186,0.24251968503937008,0.2,0.0,0.0,0.2,0.3,0.35,0.0,0.18929694486000911,0.35,0.35,0.09574271077563382,0.2,0.5,0.32785648252349775,0.32659863237109044,0.36944658749404735,0.4734285886135792,65.77272727272727,0.37575757575757573,1.4645669291338583,1.4645669291338583,15,15,8.5748031496063,17,17.49122807017544,19.0,49.0,10.257299418366644,0.3703739007634897,0.42106273516086923,0.9310130427059663,1.0,0.5524910473079098,1.0011748445058741,63.5,63.5,5.0,5.0,0.9310130427059663,C02
CB1_LIVE_REV_M_CF1_RI2_TI2_R10,LIVE_REV_SELECT,M,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF1_R10,Unknown,15,120,10,2,2,6,178,0.2291666666666666,0.2,0.0,0.0,0.2,0.3,0.35,0.0,0.15723301886761,0.35,0.35,0.1258305739211791,0.2,0.5,0.3266715359280522,0.3300005424787244,0.3671144407129941,0.4852021705363037,64.58909090909091,0.4045454545454545,1.4833333333333334,1.4833333333333334,15,15,9.95,20,16.30188679245283,18.0,41.0,7.697402159170326,0.2850889688581602,0.4180272491836505,0.9481979171492556,1.0,0.5496923974572888,0.9932017790789326,60.0,60.0,5.0,5.0,0.9481979171492556,C01
CB1_LIVE_REV_M_CF1_RI2_TI2_R10_C02,LIVE_REV_SELECT,M,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF1_R10_C02,Unknown,15,113,10,2,2,6,159,0.2407079646017699,0.2,0.0,0.0,0.2,0.3,0.35,0.0,0.15723301886761007,0.35,0.35,0.05000000000000002,0.3,0.4,0.33025449415507924,0.33213420241127833,0.37674339300937765,0.4724525160754264,63.23529411764706,0.412987012987013,1.407079646017699,1.407079646017699,15,15,9.079646017699115,19,16.07547169811321,19.0,50.0,8.752678161568607,0.32873908588051104,0.42104651162790696,0.9501715730251292,1.0,0.5491754756871036,0.9994418604651163,56.5,56.5,5.0,5.0,0.9501715730251292,C02
CB1_LIVE_REV_M_CF2_RI2_TI2_R09,LIVE_REV_FIT,M,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF2_R09,Unknown,15,129,10,2,2,6,189,0.3550387596899225,0.4,0.0,0.0,0.3,0.4,0.5,0.0,0.2357022603955158,0.5,0.5,0.0999999999999999,0.4,0.6,0.325236527025485,0.3265986323710904,0.3707632316738256,0.4105772283104274,64.81659388646288,0.3764940239043824,1.4651162790697674,1.4651162790697674,15,15,9.511627906976743,18,19.80909090909091,24.0,43.0,8.96833840518967,0.3292643746742421,0.4202241797480294,0.9020302569844976,1.0,0.5513331547887169,0.9982011722697568,64.5,64.5,5.0,5.0,0.9020302569844976,C01
CB1_LIVE_REV_M_CF2_RI2_TI2_R09_C02,LIVE_REV_FIT,M,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF2_R09_C02,Unknown,15,121,10,2,2,6,184,0.3512396694214876,0.4,0.0,0.0,0.3,0.4,0.5,0.0,0.223606797749979,0.5,0.5,0.05773502691896256,0.4,0.6,0.3252858513770777,0.3265986323710904,0.3701451166872358,0.4117659734656639,60.67058823529412,0.41723356009070295,1.5206611570247934,1.5206611570247934,15,15,10.12396694214876,18,18.40740740740741,22.0,44.0,8.262897594675373,0.3241981953645267,0.4200911879794951,0.9647246799613655,1.0,0.5501869400013141,0.9980124103160751,60.5,60.5,5.0,5.0,0.9647246799613655,C02
CB1_LIVE_REV_M_CF2_RI2_TI2_R10,LIVE_REV_SELECT,M,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF2_R10,Unknown,15,126,10,2,2,6,186,0.3436507936507936,0.3,0.0,0.0,0.3,0.4,0.5,0.0,0.1825741858350553,0.5,0.45,0.1154700538379251,0.4,0.7,0.3317646382288687,0.3369706794397187,0.3724521893658612,0.4066924873536352,62.66743648960739,0.391578947368421,1.4761904761904765,1.4761904761904765,15,15,9.365079365079366,19,18.65686274509804,18.0,49.0,9.4484366562365,0.3574815760635985,0.4217590033372234,0.9211393117207776,1.0,0.5501954567535753,0.9997217615625577,63.0,63.0,5.0,5.0,0.9211393117207776,C01
CB1_LIVE_REV_M_CF2_RI2_TI2_R10_C02,LIVE_REV_SELECT,M,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF2_R10_C02,Unknown,15,114,10,2,2,6,162,0.35526315789473684,0.4,0.0,0.0,0.3,0.4,0.5,0.0,0.14907119849998599,0.5,0.5,0.09999999999999998,0.4,0.6,0.3268687397032799,0.32804337844005715,0.3714579469109954,0.4086132528951052,64.22962962962963,0.4175257731958763,1.4210526315789473,1.4210526315789473,15,15,9.552631578947368,17,18.70408163265306,23.0,47.0,8.356810930452815,0.31001808143523807,0.4196798659493783,0.9523614494063006,1.0,0.5492946470185124,1.0018740629685157,57.0,57.0,5.0,5.0,0.9523614494063006,C02
CB1_LIVE_REV_M_CF3_RI2_TI2_R09,LIVE_REV_FIT,M,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF3_R09,Unknown,15,112,10,2,2,6,160,0.5285714285714286,0.5,0.0,0.0,0.4,0.6,0.65,0.0,0.1892969448600091,0.65,0.7,0.1607275126832159,0.4,0.9,0.3245362476067203,0.3275340331860396,0.3641249308272222,0.3683672688358285,62.93412162162162,0.4244031830238727,1.4285714285714286,1.4285714285714286,15,15,9.401785714285714,17,20.133333333333333,23.0,46.0,9.670445217671569,0.3667899149387771,0.418931395016426,0.9695874980507826,1.0,0.5503590539422731,0.9970743752851812,56.0,56.0,5.0,5.0,0.9695874980507826,C01
CB1_LIVE_REV_M_CF3_RI2_TI2_R09_C02,LIVE_REV_FIT,M,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_M_CF3_R09_C02,Unknown,15,123,10,2,2,6,179,0.5447154471544715,0.5,0.0,0.0,0.5,0.6,0.65,0.0,0.13844373104863458,0.65,0.6,0.1118033988749895,0.6,0.9,0.33004436708913454,0.3324154027718932,0.36905814714370405,0.35797606619352235,61.82537313432836,0.394273127753304,1.4552845528455285,1.4552845528455285,15,15,9.121951219512194,17,19.666666666666668,23.0,46.0,8.353937029262843,0.3205860068792904,0.4214828315991921,0.9424289848494355,1.0,0.5500697001685693,0.9987808705308645,61.5,61.5,5.0,5.0,0.9424289848494355,C02
CB1_LIVE_REV_M_CF3_RI2_TI2_R10,LIVE_REV_SELECT,M,CF3,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF3_R10,Unknown,15,119,10,2,2,6,173,0.5184873949579832,0.5,0.0,0.0,0.4,0.6,0.65,0.0,0.1740051084818425,0.65,0.7,0.1258305739211791,0.4,0.8,0.3241851517827883,0.3226477374785076,0.3668862201452407,0.3711416444160881,63.72447325769854,0.4042056074766355,1.453781512605042,1.453781512605042,15,15,8.991596638655462,16,20.56441717791411,24.0,47.0,9.769055393856735,0.361385104068686,0.4242052806807684,0.9519939514875768,1.0,0.5501473679962366,1.0011852077928685,59.5,59.5,5.0,5.0,0.9519939514875768,C01
CB1_LIVE_REV_M_CF3_RI2_TI2_R10_C02,LIVE_REV_SELECT,M,CF3,RI2,TI2,R10,CB1_LIVE_REV_BASE_M_CF3_R10_C02,Unknown,15,113,10,2,2,6,166,0.5504424778761062,0.6,0.0,0.0,0.5,0.6,0.65,0.0,0.22912878474779202,0.6499999999999999,0.7,0.07637626158259732,0.5,0.7,0.3197796594412878,0.3165860978779935,0.3658560245527059,0.37100138383077613,58.19614147909968,0.4356955380577428,1.4690265486725664,1.4690265486725664,15,15,9.061946902654867,19,18.84795321637427,22.0,45.0,8.382016885613336,0.3432907939500342,0.4195581708013334,0.9726951311858975,1.0,0.5504326753818187,1.0017846289850267,56.5,56.5,5.0,5.0,0.9726951311858975,C02
CB1_LIVE_REV_S_CF1_RI2_TI2_R09,LIVE_REV_FIT,S,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF1_R09,Unknown,8,58,7,2,2,5,85,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.3428571428571428,0.0,0.0903507902905251,0.3428571428571428,0.2857142857142857,0.0699854212223765,0.2857142857142857,0.4285714285714285,0.3252515559809876,0.3236111111111111,0.3656565656565657,0.510058381645839,58.741379310344826,0.4427083333333333,1.4655172413793105,1.4655172413793105,8,8,5.206896551724138,10,11.090909090909092,0.0,37.0,5.96992462263972,0.2446690419114639,0.4153800997945406,0.9101290402133156,1.0,0.5516766950396244,1.0031867164241688,29.0,29.0,3.5,3.5,0.9101290402133156,C01
CB1_LIVE_REV_S_CF1_RI2_TI2_R09_C02,LIVE_REV_FIT,S,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF1_R09_C02,Unknown,8,64,7,2,2,5,97,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3302193413605265,0.3333333333333333,0.37349397590361444,0.5044921606178485,62.75,0.4127659574468085,1.515625,1.515625,8,8,5.203125,10,13.166666666666666,10.0,46.0,9.195409482755814,0.3491927651679423,0.41965471447543157,0.9093153570892353,1.0,0.5490537848605578,0.9971542401821286,32.0,32.0,3.5,3.5,0.9093153570892353,C02
CB1_LIVE_REV_S_CF1_RI2_TI2_R10,LIVE_REV_SELECT,S,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_S_CF1_R10,Unknown,8,56,7,2,2,5,78,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.3428571428571428,0.0,0.139970842444753,0.3428571428571428,0.2857142857142857,0.0699854212223765,0.2857142857142857,0.4285714285714285,0.3274090542835606,0.3273959646910466,0.3723210214318285,0.5077358544143863,61.30357142857143,0.4482758620689655,1.3928571428571428,1.3928571428571428,8,8,5.303571428571429,10,12.958333333333334,8.0,33.0,6.10270887029322,0.2354742972460406,0.4227594912127391,0.974067429167706,1.0,0.5505388872706087,1.000873871249636,28.0,28.0,3.5,3.5,0.974067429167706,C01
CB1_LIVE_REV_S_CF1_RI2_TI2_R10_C02,LIVE_REV_SELECT,S,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_S_CF1_R10_C02,Unknown,8,63,7,2,2,5,93,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.09035079029052513,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32180012370108085,0.3194444444444444,0.365410199556541,0.5139599902722699,62.904761904761905,0.41333333333333333,1.4761904761904763,1.4761904761904763,8,8,5.444444444444445,10,12.0,0.0,45.0,8.357032966310472,0.31655427902691186,0.4196820590461771,0.9246919883407888,1.0,0.5536643641180924,1.0049205147615443,31.5,31.5,3.5,3.5,0.9246919883407888,C02
CB1_LIVE_REV_S_CF2_RI2_TI2_R09,LIVE_REV_FIT,S,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF2_R09,Unknown,8,59,7,2,2,5,85,0.3583535108958837,0.4285714285714285,0.0,0.0,0.2857142857142857,0.4285714285714285,0.5142857142857142,0.0,0.1807015805810502,0.5142857142857142,0.4285714285714285,0.1714285714285714,0.2857142857142857,0.7142857142857143,0.3228541420905205,0.3160631926171842,0.371326452261245,0.4729510606231766,69.12837837837837,0.4450261780104712,1.4406779661016949,1.4406779661016949,8,8,5.305084745762712,10,19.134615384615383,21.0,48.0,8.343045090617876,0.2850889779708621,0.4233385270832016,0.9604297349271104,1.0,0.5497018864236145,1.0002094474775542,29.5,29.5,3.5,3.5,0.9604297349271104,C01
CB1_LIVE_REV_S_CF2_RI2_TI2_R09_C02,LIVE_REV_FIT,S,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF2_R09_C02,Unknown,8,55,7,2,2,5,76,0.34805194805194806,0.2857142857142857,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857143,0.0,0.14568627181693672,0.5142857142857142,0.5714285714285714,0.14568627181693672,0.2857142857142857,0.7142857142857143,0.3246541083954863,0.3181818181818182,0.3726190476190476,0.47675390180261323,62.417910447761194,0.4550898203592814,1.3818181818181818,1.3818181818181818,8,8,5.127272727272727,9,16.78,19.0,44.0,7.304683322191319,0.2786053233732088,0.42005170970827355,0.9193817661152974,1.0,0.551474324485892,1.0047482407597186,27.5,27.5,3.5,3.5,0.9193817661152974,C02
CB1_LIVE_REV_S_CF2_RI2_TI2_R10,LIVE_REV_SELECT,S,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_S_CF2_R10,Unknown,8,61,7,2,2,5,89,0.3442622950819672,0.2857142857142857,0.0,0.0,0.2857142857142857,0.4285714285714285,0.5142857142857143,0.0,0.2356060357495806,0.5142857142857142,0.5714285714285714,0.0699854212223765,0.4285714285714285,0.5714285714285714,0.3318589245949818,0.3333333333333333,0.3698630136986301,0.4698485837553834,62.06802721088435,0.4320388349514563,1.459016393442623,1.459016393442623,8,8,5.19672131147541,10,17.714285714285715,20.0,47.0,9.054773308459469,0.3468562356063103,0.4205911534645469,0.9698242748375492,1.0,0.5497999780797895,0.9989039894782992,30.5,30.5,3.5,3.5,0.9698242748375492,C01
CB1_LIVE_REV_S_CF2_RI2_TI2_R10_C02,LIVE_REV_SELECT,S,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_S_CF2_R10_C02,Unknown,8,60,7,2,2,5,87,0.36666666666666664,0.42857142857142855,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857142,0.0,0.18070158058105024,0.5142857142857142,0.42857142857142855,0.17142857142857143,0.42857142857142855,0.8571428571428571,0.3262555929436656,0.3222689219503738,0.37325557985267477,0.4640090270093741,62.77922077922078,0.4223300970873786,1.45,1.45,8,8,5.4,9,17.076923076923077,24.0,42.0,6.323461011941971,0.24211449820498537,0.41602375331597263,0.9170085081865296,1.0,0.5502915546131568,1.0023789822093505,30.0,30.0,3.5,3.5,0.9170085081865296,C02
CB1_LIVE_REV_S_CF3_RI2_TI2_R09,LIVE_REV_FIT,S,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF3_R09,Unknown,8,63,7,2,2,5,90,0.4943310657596371,0.4285714285714285,0.0,0.0,0.4285714285714285,0.5714285714285714,0.6571428571428571,0.0,0.139970842444753,0.6571428571428571,0.7142857142857143,0.0699854212223765,0.5714285714285714,0.7142857142857143,0.3217726353022287,0.3249474116107097,0.3605181070656508,0.4184667739663631,60.73853211009175,0.4054054054054054,1.4285714285714286,1.4285714285714286,8,8,5.412698412698413,10,17.9873417721519,19.0,45.0,8.305683295190107,0.3273175682833539,0.4177743372857034,0.9345261419067048,1.0,0.5505154444528358,0.9984248060677332,31.5,31.5,3.5,3.5,0.9345261419067048,C01
CB1_LIVE_REV_S_CF3_RI2_TI2_R09_C02,LIVE_REV_FIT,S,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_S_CF3_R09_C02,Unknown,8,55,7,2,2,5,77,0.5064935064935064,0.5714285714285714,0.0,0.0,0.42857142857142855,0.5714285714285714,0.6571428571428571,0.0,0.13997084244475305,0.6571428571428571,0.7142857142857143,0.06998542122237654,0.5714285714285714,0.7142857142857143,0.3202906795467488,0.31985515869603237,0.3673406524336098,0.4173405972946259,61.194871794871794,0.463855421686747,1.4,1.4,8,8,5.254545454545455,11,18.303797468354432,18.0,42.0,8.170301495698444,0.31641554893437956,0.42195412481593664,0.9599051986583247,1.0,0.5504954747339311,0.9979827848343729,27.5,27.5,3.5,3.5,0.9599051986583247,C02
