instance_id,training_split,scale,CF_level,RI_level,TI_level,replicate,base_structure,family,number_of_products,number_of_operations,number_of_islands,number_of_W_AGVs,number_of_F_AGVs,number_of_configurations,number_of_precedence_edges,F_route_mean,F_route_median,R_full_op,R_high_op,F_route_min,F_route_max,F_cap_mean,R_full_island,capability_heterogeneity,capability_selectivity_mean,capability_selectivity_median,capability_selectivity_std,capability_selectivity_min,capability_selectivity_max,processing_CV_mean,processing_CV_median,processing_CV_p90,processing_min_max_ratio_mean,mean_processing_time,precedence_edge_density,mean_predecessor_count,mean_successor_count,number_of_source_operations,number_of_sink_operations,mean_ready_set_size,max_ready_set_size,mean_reconfiguration_time,median_reconfiguration_time,maximum_reconfiguration_time,nonzero_reconfiguration_std,nonzero_reconfiguration_CV,RI,configuration_diversity_entropy,nonzero_offdiagonal_reconfiguration_ratio,W_transport_intensity,F_transport_intensity,operations_per_W_AGV,operations_per_F_AGV,islands_per_W_AGV,islands_per_F_AGV,configuration_entropy
CB1_TRAIN_S_CF1_RI1_TI2_R02,TRAIN,S,CF1,RI1,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,7.269230769230769,8.0,22.0,3.640054944640259,0.26963369960298217,0.21550741163055873,0.9548248673600879,1.0,0.5494940136830102,1.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI1_TI3_R02,TRAIN,S,CF1,RI1,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,7.269230769230769,8.0,22.0,3.640054944640259,0.26963369960298217,0.21550741163055873,0.9548248673600879,1.0,1.0989880273660204,2.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI2_TI1_R02,TRAIN,S,CF1,RI2,TI1,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,14.26923076923077,15.0,45.0,7.844470299880948,0.2960177471653188,0.42303306727480045,0.9548248673600879,1.0,0.27462229190421894,0.4994298745724059,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI2_TI2_R02,TRAIN,S,CF1,RI2,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,14.26923076923077,15.0,45.0,7.844470299880948,0.2960177471653188,0.42303306727480045,0.9548248673600879,1.0,0.5494940136830102,1.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI2_TI3_R02,TRAIN,S,CF1,RI2,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,14.26923076923077,15.0,45.0,7.844470299880948,0.2960177471653188,0.42303306727480045,0.9548248673600879,1.0,1.0989880273660204,2.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI3_TI1_R02,TRAIN,S,CF1,RI3,TI1,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,28.53846153846154,30.0,90.0,15.688940599761896,0.2960177471653188,0.8460661345496009,0.9548248673600879,1.0,0.27462229190421894,0.4994298745724059,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI3_TI2_R02,TRAIN,S,CF1,RI3,TI2,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,28.53846153846154,30.0,90.0,15.688940599761896,0.2960177471653188,0.8460661345496009,0.9548248673600879,1.0,0.5494940136830102,1.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI3_TI3_R02,TRAIN,S,CF1,RI3,TI3,R02,CB1_TRAIN_BASE_S_CF1_R02,Unknown,8,56,7,2,2,5,83,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32430522455491895,0.32466216216216215,0.36504524886877826,0.5110098293520021,62.642857142857146,0.4715909090909091,1.4821428571428572,1.4821428571428572,8,8,5.053571428571429,9,28.53846153846154,30.0,90.0,15.688940599761896,0.2960177471653188,0.8460661345496009,0.9548248673600879,1.0,1.0989880273660204,2.0,28.0,28.0,3.5,3.5,0.9548248673600879
CB1_TRAIN_S_CF1_RI1_TI1_R03,TRAIN,S,CF1,RI1,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,6.25,4.0,18.0,3.278719262151,0.26229754097208,0.21077988557663355,0.9574507668615154,1.0,0.2761216501053899,0.4986449864498645,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI1_TI2_R03,TRAIN,S,CF1,RI1,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,6.25,4.0,18.0,3.278719262151,0.26229754097208,0.21077988557663355,0.9574507668615154,1.0,0.5498720264980428,1.0009033423667568,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI1_TI3_R03,TRAIN,S,CF1,RI1,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,6.25,4.0,18.0,3.278719262151,0.26229754097208,0.21077988557663355,0.9574507668615154,1.0,1.0997440529960856,2.0018066847335136,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI2_TI1_R03,TRAIN,S,CF1,RI2,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,12.416666666666666,7.5,37.0,7.04548712928275,0.28371089111205705,0.41874937267891194,0.9574507668615154,1.0,0.2761216501053899,0.4986449864498645,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI2_TI2_R03,TRAIN,S,CF1,RI2,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,12.416666666666666,7.5,37.0,7.04548712928275,0.28371089111205705,0.41874937267891194,0.9574507668615154,1.0,0.5498720264980428,1.0009033423667568,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI2_TI3_R03,TRAIN,S,CF1,RI2,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,12.416666666666666,7.5,37.0,7.04548712928275,0.28371089111205705,0.41874937267891194,0.9574507668615154,1.0,1.0997440529960856,2.0018066847335136,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI3_TI1_R03,TRAIN,S,CF1,RI3,TI1,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,24.833333333333332,15.0,74.0,14.0909742585655,0.28371089111205705,0.8374987453578239,0.9574507668615154,1.0,0.2761216501053899,0.4986449864498645,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI3_TI2_R03,TRAIN,S,CF1,RI3,TI2,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,24.833333333333332,15.0,74.0,14.0909742585655,0.28371089111205705,0.8374987453578239,0.9574507668615154,1.0,0.5498720264980428,1.0009033423667568,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI3_TI3_R03,TRAIN,S,CF1,RI3,TI3,R03,CB1_TRAIN_BASE_S_CF1_R03,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.319902042091876,0.31698564593301437,0.37205992509363295,0.5161792973757134,59.30357142857143,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.017857142857143,9,24.833333333333332,15.0,74.0,14.0909742585655,0.28371089111205705,0.8374987453578239,0.9574507668615154,1.0,1.0997440529960856,2.0018066847335136,28.0,28.0,3.5,3.5,0.9574507668615154
CB1_TRAIN_S_CF1_RI1_TI1_R04,TRAIN_VALIDATION,S,CF1,RI1,TI1,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,6.458333333333333,3.0,22.0,5.1065045666178435,0.39534228902847823,0.2083884333950454,0.9113813735785457,1.0,0.2740139843956625,0.500132240148109,30.5,30.5,3.5,3.5,0.9113813735785457
CB1_TRAIN_S_CF1_RI1_TI2_R04,TRAIN_VALIDATION,S,CF1,RI1,TI2,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,6.458333333333333,3.0,22.0,5.1065045666178435,0.39534228902847823,0.2083884333950454,0.9113813735785457,1.0,0.5510529621793177,0.9968073449956549,30.5,30.5,3.5,3.5,0.9113813735785457
CB1_TRAIN_S_CF1_RI1_TI3_R04,TRAIN_VALIDATION,S,CF1,RI1,TI3,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,6.458333333333333,3.0,22.0,5.1065045666178435,0.39534228902847823,0.2083884333950454,0.9113813735785457,1.0,1.1021059243586353,1.9936146899913099,30.5,30.5,3.5,3.5,0.9113813735785457
CB1_TRAIN_S_CF1_RI2_TI1_R04,TRAIN_VALIDATION,S,CF1,RI2,TI1,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,13.041666666666666,6.0,43.0,10.258803807245538,0.39330877216276827,0.4208101913074142,0.9113813735785457,1.0,0.2740139843956625,0.500132240148109,30.5,30.5,3.5,3.5,0.9113813735785457
CB1_TRAIN_S_CF1_RI2_TI2_R04,TRAIN_VALIDATION,S,CF1,RI2,TI2,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,13.041666666666666,6.0,43.0,10.258803807245538,0.39330877216276827,0.4208101913074142,0.9113813735785457,1.0,0.5510529621793177,0.9968073449956549,30.5,30.5,3.5,3.5,0.9113813735785457
CB1_TRAIN_S_CF1_RI2_TI3_R04,TRAIN_VALIDATION,S,CF1,RI2,TI3,R04,CB1_TRAIN_BASE_S_CF1_R04,Unknown,8,61,7,2,2,5,87,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3204214168029717,0.3170731707317073,0.36585365853658536,0.5155581023579223,61.98360655737705,0.4046511627906977,1.4262295081967213,1.4262295081967213,8,8,5.377049180327869,10,13.041666666666666,6.0,43.0,10.258803807245538,0.39330877216276827,0.4208101913074142,0.9113813735785457,1.0,1.1021059243586353,1.9936146899913099,30.5,30.5,3.5,3.5,0.9113813735785457
