instance_id,caur_split,scale,CF_level,RI_level,TI_level,replicate,cell_replicate,base_structure,family,number_of_products,number_of_operations,number_of_islands,number_of_W_AGVs,number_of_F_AGVs,number_of_configurations,number_of_precedence_edges,F_route_mean,F_route_median,R_full_op,R_high_op,F_route_min,F_route_max,F_cap_mean,R_full_island,capability_heterogeneity,capability_selectivity_mean,capability_selectivity_median,capability_selectivity_std,capability_selectivity_min,capability_selectivity_max,processing_CV_mean,processing_CV_median,processing_CV_p90,processing_min_max_ratio_mean,mean_processing_time,precedence_edge_density,mean_predecessor_count,mean_successor_count,number_of_source_operations,number_of_sink_operations,mean_ready_set_size,max_ready_set_size,mean_reconfiguration_time,median_reconfiguration_time,maximum_reconfiguration_time,nonzero_reconfiguration_std,nonzero_reconfiguration_CV,RI,configuration_diversity_entropy,nonzero_offdiagonal_reconfiguration_ratio,W_transport_intensity,F_transport_intensity,operations_per_W_AGV,operations_per_F_AGV,islands_per_W_AGV,islands_per_F_AGV,configuration_entropy
CB1_CAUR_M_CF3_RI2_TI2_R12,CAUR_FIT,M,CF3,RI2,TI2,R12,C01,CB1_CAUR_BASE_M_CF3_R12,Unknown,15,118,10,2,2,6,169,0.535593220338983,0.5,0.0,0.0,0.5,0.6,0.65,0.0,0.15723301886761007,0.65,0.6,0.15000000000000002,0.5,0.9,0.32785099895286623,0.3293991590911539,0.3711017627317377,0.36311027358738956,63.45411392405063,0.3976470588235294,1.4322033898305084,1.4322033898305084,15,15,9.389830508474576,18,20.29192546583851,25.0,49.0,9.565573770491802,0.35720844811753905,0.42201658597962705,0.943447410290953,1.0,0.5496260352732211,0.9975712540208962,59.0,59.0,5.0,5.0,0.943447410290953
CB1_CAUR_M_CF3_RI2_TI2_R12_C02,CAUR_FIT,M,CF3,RI2,TI2,R12,C02,CB1_CAUR_BASE_M_CF3_R12_C02,Unknown,15,116,10,2,2,6,168,0.5241379310344828,0.5,0.0,0.0,0.4,0.6,0.65,0.0,0.15723301886761007,0.65,0.6499999999999999,0.17078251276599332,0.4,0.9,0.3277681373904697,0.32345143622722705,0.3733376111281993,0.36542477839199267,64.63651315789474,0.41277641277641275,1.4482758620689655,1.4482758620689655,15,15,9.120689655172415,17,20.658385093167702,25.0,50.0,8.308403092394682,0.3047580208274658,0.42177855441197143,0.9325153281689892,1.0,0.549928404377627,1.0040764396040611,58.0,58.0,5.0,5.0,0.9325153281689892
CB1_CAUR_M_CF3_RI2_TI2_R13,CAUR_SELECT,M,CF3,RI2,TI2,R13,C01,CB1_CAUR_BASE_M_CF3_R13,Unknown,15,114,10,2,2,6,163,0.5324561403508772,0.5,0.0,0.0,0.5,0.6,0.65,0.0,0.13844373104863458,0.65,0.7,0.11180339887498948,0.5,0.8,0.32651345846283175,0.32480386716876847,0.37205891154774834,0.3650073659571282,62.031301482701814,0.4190231362467866,1.4298245614035088,1.4298245614035088,15,15,9.43859649122807,19,19.62264150943396,24.0,48.0,9.528903399657276,0.3664962846022029,0.4191432289591799,0.9633943776745224,1.0,0.5499756036692608,1.0003014368045042,57.0,57.0,5.0,5.0,0.9633943776745224
CB1_CAUR_M_CF3_RI2_TI2_R13_C02,CAUR_SELECT,M,CF3,RI2,TI2,R13,C02,CB1_CAUR_BASE_M_CF3_R13_C02,Unknown,15,122,10,2,2,6,176,0.5147540983606558,0.5,0.0,0.0,0.3,0.6,0.65,0.0,0.13844373104863458,0.65,0.7,0.17078251276599332,0.3,0.8,0.32515079055147916,0.3277143603803825,0.36959834942053155,0.37310806430707233,62.804140127388536,0.3893805309734513,1.4426229508196722,1.4426229508196722,15,15,10.147540983606557,21,19.943396226415093,19.0,50.0,9.482143305533125,0.35883229160011826,0.42075251641692657,0.9444843234332597,1.0,0.5512349128659798,0.999137952891661,61.0,61.0,5.0,5.0,0.9444843234332597
CB1_CAUR_S_CF1_RI2_TI2_R12,CAUR_FIT,S,CF1,RI2,TI2,R12,C01,CB1_CAUR_BASE_S_CF1_R12,Unknown,8,61,7,2,2,5,88,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.13997084244475302,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32175366301811825,0.32142857142857145,0.3707865168539326,0.5140246792589378,59.34426229508197,0.4230769230769231,1.4426229508196722,1.4426229508196722,8,8,5.344262295081967,11,12.333333333333334,7.0,36.0,6.968181653455624,0.28249385081576855,0.41565377532228365,0.9020714250611788,1.0,0.5497582872928176,0.9966061562746646,30.5,30.5,3.5,3.5,0.9020714250611788
CB1_CAUR_S_CF1_RI2_TI2_R12_C02,CAUR_FIT,S,CF1,RI2,TI2,R12,C02,CB1_CAUR_BASE_S_CF1_R12_C02,Unknown,8,56,7,2,2,5,82,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.32611734077952886,0.3299319727891156,0.3684210526315789,0.5090498057846089,66.58928571428571,0.4659090909090909,1.4642857142857142,1.4642857142857142,8,8,5.571428571428571,11,15.153846153846153,15.0,45.0,9.649997356455174,0.34289330708216353,0.42263341378385627,0.883827071976983,1.0,0.5507173504961116,0.9997318315902387,28.0,28.0,3.5,3.5,0.883827071976983
CB1_CAUR_S_CF1_RI2_TI2_R13,CAUR_SELECT,S,CF1,RI2,TI2,R13,C01,CB1_CAUR_BASE_S_CF1_R13,Unknown,8,61,7,2,2,5,88,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.23211538298959888,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.3140812601654505,0.31343283582089554,0.3559322033898305,0.5227950698436867,65.42622950819673,0.42105263157894735,1.4426229508196722,1.4426229508196722,8,8,5.360655737704918,11,16.566666666666666,15.0,51.0,10.350195322305591,0.37485616861468946,0.4220189871655669,0.950271474983942,1.0,0.5499992169882234,0.9978523105558936,30.5,30.5,3.5,3.5,0.950271474983942
CB1_CAUR_S_CF1_RI2_TI2_R13_C02,CAUR_SELECT,S,CF1,RI2,TI2,R13,C02,CB1_CAUR_BASE_S_CF1_R13_C02,Unknown,8,56,7,2,2,5,79,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.34285714285714286,0.0,0.17612611437054218,0.34285714285714286,0.2857142857142857,0.06998542122237651,0.2857142857142857,0.42857142857142855,0.31887441375945397,0.31400560224089635,0.3666429587482219,0.5173329201427349,62.44642857142857,0.45930232558139533,1.4107142857142858,1.4107142857142858,8,8,5.125,10,14.076923076923077,13.0,40.0,8.951114398754594,0.3423923540507222,0.41864455247354876,0.9453522945588962,1.0,0.5507220474692593,1.003145553331427,28.0,28.0,3.5,3.5,0.9453522945588962
CB1_CAUR_S_CF2_RI2_TI2_R12,CAUR_FIT,S,CF2,RI2,TI2,R12,C01,CB1_CAUR_BASE_S_CF2_R12,Unknown,8,60,7,2,2,5,89,0.34285714285714286,0.2857142857142857,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857143,0.0,0.20995626366712955,0.5142857142857142,0.42857142857142855,0.1142857142857143,0.42857142857142855,0.7142857142857143,0.3276625112197706,0.327699356464242,0.37055597158150905,0.47579627671473446,62.25,0.4494949494949495,1.4833333333333334,1.4833333333333334,8,8,5.2,9,17.462962962962962,19.0,45.0,8.245603018324521,0.3147844206359309,0.42079428826416776,0.9607180297918487,1.0,0.5491967871485943,0.9994262765347103,30.0,30.0,3.5,3.5,0.9607180297918487
CB1_CAUR_S_CF2_RI2_TI2_R12_C02,CAUR_FIT,S,CF2,RI2,TI2,R12,C02,CB1_CAUR_BASE_S_CF2_R12_C02,Unknown,8,63,7,2,2,5,93,0.3582766439909297,0.42857142857142855,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857143,0.0,0.20995626366712955,0.5142857142857142,0.5714285714285714,0.06998542122237651,0.42857142857142855,0.5714285714285714,0.323209644574978,0.32608695652173914,0.3713317366094126,0.4722598020057807,63.37341772151899,0.4170403587443946,1.4761904761904763,1.4761904761904763,8,8,5.650793650793651,11,17.796296296296298,20.0,47.0,8.809147532361663,0.32999928321021843,0.4212246302029583,0.9039101958483355,1.0,0.5488302706481574,1.0019974033756116,31.5,31.5,3.5,3.5,0.9039101958483355
CB1_CAUR_S_CF2_RI2_TI2_R13,CAUR_SELECT,S,CF2,RI2,TI2,R13,C01,CB1_CAUR_BASE_S_CF2_R13,Unknown,8,65,7,2,2,5,96,0.34725274725274724,0.2857142857142857,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857143,0.0,0.14568627181693672,0.5142857142857142,0.5714285714285714,0.14568627181693672,0.2857142857142857,0.7142857142857143,0.32776429092311277,0.3333333333333333,0.36911665709221164,0.47340408080871865,58.19620253164557,0.4067796610169492,1.476923076923077,1.476923076923077,8,8,5.476923076923077,11,15.64,17.5,41.0,7.574370848459957,0.3099486792208678,0.419915715062534,0.9551319553300268,1.0,0.5504010331702012,1.0027654781325255,32.5,32.5,3.5,3.5,0.9551319553300268
CB1_CAUR_S_CF2_RI2_TI2_R13_C02,CAUR_SELECT,S,CF2,RI2,TI2,R13,C02,CB1_CAUR_BASE_S_CF2_R13_C02,Unknown,8,63,7,2,2,5,90,0.3378684807256236,0.2857142857142857,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5142857142857142,0.0,0.18070158058105024,0.5142857142857142,0.42857142857142855,0.1142857142857143,0.42857142857142855,0.7142857142857143,0.3294964310564642,0.3333333333333333,0.3698930540645615,0.4765566022266345,65.54362416107382,0.39823008849557523,1.4285714285714286,1.4285714285714286,8,8,5.2063492063492065,11,18.153846153846153,20.0,48.0,9.149280985987568,0.329529188054637,0.423606509980605,0.8962916044817248,1.0,0.5502060720868319,1.0004242122816769,31.5,31.5,3.5,3.5,0.8962916044817248
CB1_CAUR_S_CF3_RI2_TI2_R12,CAUR_FIT,S,CF3,RI2,TI2,R12,C01,CB1_CAUR_BASE_S_CF3_R12,Unknown,8,61,7,2,2,5,83,0.4847775175644028,0.42857142857142855,0.0,0.0,0.42857142857142855,0.5714285714285714,0.6571428571428571,0.0,0.20603150145508511,0.6571428571428571,0.5714285714285714,0.19378085666072195,0.42857142857142855,1.0,0.32898622689477464,0.3322951201450048,0.37267799624996495,0.41207290957947507,63.570048309178745,0.39712918660287083,1.360655737704918,1.360655737704918,8,8,5.180327868852459,10,19.325301204819276,20.0,47.0,8.308362587711786,0.31078663046303434,0.4205334751880842,0.960053585646956,1.0,0.5515569192187856,1.00114533236351,30.5,30.5,3.5,3.5,0.960053585646956
CB1_CAUR_S_CF3_RI2_TI2_R12_C02,CAUR_FIT,S,CF3,RI2,TI2,R12,C02,CB1_CAUR_BASE_S_CF3_R12_C02,Unknown,8,63,7,2,2,5,95,0.5147392290249433,0.5714285714285714,0.0,0.0,0.42857142857142855,0.5714285714285714,0.6571428571428571,0.0,0.1761261143705422,0.6571428571428571,0.5714285714285714,0.11428571428571428,0.5714285714285714,0.8571428571428571,0.32801805361232367,0.3354212814506114,0.36994202591017294,0.40526667052514975,62.330396475770925,0.42035398230088494,1.507936507936508,1.507936507936508,8,8,5.603174603174603,12,18.839506172839506,21.0,49.0,9.127840883332638,0.3469297321319089,0.42211098140236547,0.9014993562113578,1.0,0.5507445314156477,1.0004291065496804,31.5,31.5,3.5,3.5,0.9014993562113578
CB1_CAUR_S_CF3_RI2_TI2_R13,CAUR_SELECT,S,CF3,RI2,TI2,R13,C01,CB1_CAUR_BASE_S_CF3_R13,Unknown,8,64,7,2,2,5,91,0.5044642857142857,0.5714285714285714,0.0,0.0,0.42857142857142855,0.5714285714285714,0.6571428571428571,0.0,0.1761261143705422,0.6571428571428571,0.5714285714285714,0.11428571428571428,0.5714285714285714,0.8571428571428571,0.33367893370651586,0.33793886266175327,0.37260570844929586,0.40066206103113733,60.69469026548673,0.4008810572687225,1.421875,1.421875,8,8,5.390625,10,18.333333333333332,20.0,46.0,7.687741373104223,0.3002619526195589,0.4218400022122058,0.976533061084302,1.0,0.5498833564190421,0.9967923015236567,32.0,32.0,3.5,3.5,0.976533061084302
