instance_id,suite,scale,CF_level,RI_level,TI_level,replicate,base_structure,base_seed,accepted_attempt,final_seed,target_F_cap,realized_F_cap,target_F_route,realized_F_route,target_processing_CV,realized_processing_CV,target_RI,realized_RI,realized_W_TI,realized_F_TI,configuration_entropy,R_full_op,R_full_island,number_of_operations,relative_path
CB1_CORE_S_CF3_R02,CORE,S,CF3,BASE,BASE,R02,,552132,2,552132002,0.65,0.6571428571428571,0.52,0.47117794486215536,0.20-0.45,0.32841328290909266,0.42,0.4183216110122171,0.5497624852866991,1.0048283648418168,0.909614794847851,0.0,0.0,57,core/CB1_CORE_S_CF3_R02.json
CB1_CORE_S_CF3_R03,CORE,S,CF3,BASE,BASE,R03,,552133,1,552133001,0.65,0.6571428571428571,0.52,0.48872180451127817,0.20-0.45,0.3255844045110808,0.42,0.4207327035136264,0.5494777957434008,1.0024549038988388,0.9427982856837883,0.0,0.0,57,core/CB1_CORE_S_CF3_R03.json
CB1_CORE_S_CF3_R04,CORE,S,CF3,BASE,BASE,R04,,552134,1,552134001,0.65,0.6571428571428571,0.52,0.4926108374384236,0.20-0.45,0.32518824797281237,0.42,0.4185840938044354,0.5510978082832853,1.0005905489877098,0.9074780219588809,0.0,0.0,58,core/CB1_CORE_S_CF3_R04.json
CB1_CORE_S_CF3_R05,CORE,S,CF3,BASE,BASE,R05,,552135,1,552135001,0.65,0.6571428571428571,0.52,0.4821428571428571,0.20-0.45,0.3252186007129062,0.42,0.4231221367447489,0.549834147290172,1.0012101305212204,0.9462871041663505,0.0,0.0,56,core/CB1_CORE_S_CF3_R05.json
CB1_CORE_M_CF1_R01,CORE,M,CF1,BASE,BASE,R01,,552211,1,552211001,0.35,0.35,0.25,0.22456140350877193,0.20-0.45,0.32483830601339075,0.42,0.41964683902850597,0.5499321878737076,1.0012897004761045,0.9401663825693869,0.0,0.0,114,core/CB1_CORE_M_CF1_R01.json
CB1_CORE_M_CF1_R02,CORE,M,CF1,BASE,BASE,R02,,552212,1,552212001,0.35,0.35,0.25,0.24769230769230768,0.20-0.45,0.32443298075845395,0.42,0.41558090368258027,0.550575188570263,0.9989773341855548,0.9498568728018814,0.0,0.0,130,core/CB1_CORE_M_CF1_R02.json
CB1_CORE_M_CF1_R03,CORE,M,CF1,BASE,BASE,R03,,552213,1,552213001,0.35,0.35,0.25,0.24347826086956523,0.20-0.45,0.3264534531439393,0.42,0.4193740685543964,0.5501299405106478,1.0014903129657229,0.9136398357056955,0.0,0.0,115,core/CB1_CORE_M_CF1_R03.json
CB1_CORE_M_CF1_R04,CORE,M,CF1,BASE,BASE,R04,,552214,1,552214001,0.35,0.35,0.25,0.24181818181818182,0.20-0.45,0.32528983043916343,0.42,0.42128603104212864,0.5510761719187439,1.0002032520325204,0.9524954982956605,0.0,0.0,110,core/CB1_CORE_M_CF1_R04.json
CB1_CORE_M_CF1_R05,CORE,M,CF1,BASE,BASE,R05,,552215,1,552215001,0.35,0.35,0.25,0.23636363636363636,0.20-0.45,0.3264082820869169,0.42,0.41873163988249523,0.5496548976260555,1.00199066874028,0.9403886690993823,0.0,0.0,110,core/CB1_CORE_M_CF1_R05.json
CB1_CORE_M_CF2_R01,CORE,M,CF2,BASE,BASE,R01,,552221,1,552221001,0.5,0.5,0.38,0.3459016393442623,0.20-0.45,0.3218962890387619,0.42,0.42339339684472427,0.5496686204650807,0.9974868789028082,0.9360566237083454,0.0,0.0,122,core/CB1_CORE_M_CF2_R01.json
CB1_CORE_M_CF2_R02,CORE,M,CF2,BASE,BASE,R02,,552222,1,552222001,0.5,0.5,0.38,0.34956521739130436,0.20-0.45,0.32434983151451263,0.42,0.41968040669048506,0.5500675080233259,0.9987059848202064,0.9309564793461849,0.0,0.0,115,core/CB1_CORE_M_CF2_R02.json
CB1_CORE_M_CF2_R03,CORE,M,CF2,BASE,BASE,R03,,552223,1,552223001,0.5,0.5,0.38,0.3442622950819672,0.20-0.45,0.32425248447734084,0.42,0.4210847142238406,0.5501245588802043,1.0000761962816216,0.9572083459963412,0.0,0.0,122,core/CB1_CORE_M_CF2_R03.json
CB1_CORE_M_CF2_R04,CORE,M,CF2,BASE,BASE,R04,,552224,1,552224001,0.5,0.5,0.38,0.3464,0.20-0.45,0.3201579305808784,0.42,0.4192441549170088,0.5495184840470646,1.003094770658576,0.957042500174477,0.0,0.0,125,core/CB1_CORE_M_CF2_R04.json
CB1_CORE_M_CF2_R05,CORE,M,CF2,BASE,BASE,R05,,552225,1,552225001,0.5,0.5,0.38,0.34347826086956523,0.20-0.45,0.32138120577948986,0.42,0.42464161818640406,0.5498474557673667,0.9961112420457224,0.961225170389868,0.0,0.0,115,core/CB1_CORE_M_CF2_R05.json
CB1_CORE_M_CF3_R01,CORE,M,CF3,BASE,BASE,R01,,552231,1,552231001,0.65,0.65,0.52,0.5369369369369369,0.20-0.45,0.32918982551791726,0.42,0.4204788218937891,0.5497495530793263,0.9996172452288554,0.9673586691481576,0.0,0.0,111,core/CB1_CORE_M_CF3_R01.json
CB1_CORE_M_CF3_R02,CORE,M,CF3,BASE,BASE,R02,,552232,1,552232001,0.65,0.65,0.52,0.54296875,0.20-0.45,0.32386795871743307,0.42,0.4192192371495041,0.5493770413731813,1.0027764149681102,0.9450507092077924,0.0,0.0,128,core/CB1_CORE_M_CF3_R02.json
CB1_CORE_M_CF3_R03,CORE,M,CF3,BASE,BASE,R03,,552233,1,552233001,0.65,0.65,0.52,0.5465517241379311,0.20-0.45,0.32681912057675294,0.42,0.4188616785131247,0.550193076785329,0.998280216172534,0.9484428912444092,0.0,0.0,116,core/CB1_CORE_M_CF3_R03.json
CB1_CORE_M_CF3_R04,CORE,M,CF3,BASE,BASE,R04,,552234,1,552234001,0.65,0.65,0.52,0.5352941176470588,0.20-0.45,0.32270149612387894,0.42,0.4203652312484619,0.5477862627501898,1.0037320913402767,0.9557340162808611,0.0,0.0,119,core/CB1_CORE_M_CF3_R04.json
CB1_CORE_M_CF3_R05,CORE,M,CF3,BASE,BASE,R05,,552235,1,552235001,0.65,0.65,0.52,0.5460176991150443,0.20-0.45,0.3197196857709059,0.42,0.4169864238834255,0.5505946355817448,1.000441748448085,0.9178675928516801,0.0,0.0,113,core/CB1_CORE_M_CF3_R05.json
CB1_CORE_L_CF1_R01,CORE,L,CF1,BASE,BASE,R01,,552311,1,552311001,0.35,0.35,0.25,0.2280701754385965,0.20-0.45,0.32292700379022327,0.42,0.4247739779874214,0.5493527727780536,0.9988828202581926,0.9617506045821405,0.0,0.0,190,core/CB1_CORE_L_CF1_R01.json
CB1_CORE_L_CF1_R02,CORE,L,CF1,BASE,BASE,R02,,552312,2,552312002,0.35,0.35,0.25,0.23646408839779007,0.20-0.45,0.32159121879898434,0.42,0.4212771915952128,0.5494767213793273,0.9967876646321876,0.9440659807697658,0.0,0.0,181,core/CB1_CORE_L_CF1_R02.json
CB1_CORE_L_CF1_R03,CORE,L,CF1,BASE,BASE,R03,,552313,1,552313001,0.35,0.35,0.25,0.23622350674373796,0.20-0.45,0.3248781986924693,0.42,0.41879610730049527,0.549552042401232,0.9982299631832343,0.978526757671453,0.0,0.0,173,core/CB1_CORE_L_CF1_R03.json
CB1_CORE_L_CF1_R04,CORE,L,CF1,BASE,BASE,R04,,552314,1,552314001,0.35,0.35,0.25,0.23178294573643413,0.20-0.45,0.32683427409354376,0.42,0.42068764893962224,0.5504639661381312,0.9984134808485778,0.9622296158165298,0.0,0.0,172,core/CB1_CORE_L_CF1_R04.json
CB1_CORE_L_CF1_R05,CORE,L,CF1,BASE,BASE,R05,,552315,1,552315001,0.35,0.35,0.25,0.22923976608187135,0.20-0.45,0.32745513470167575,0.42,0.42153987970602225,0.5498077587842968,1.000618154213209,0.9733705312598138,0.0,0.0,171,core/CB1_CORE_L_CF1_R05.json
CB1_CORE_L_CF2_R01,CORE,L,CF2,BASE,BASE,R01,,552321,2,552321002,0.5,0.5,0.38,0.35452991452991456,0.20-0.45,0.32399462108406196,0.42,0.4210470955372218,0.5496458487490172,1.001260489088265,0.9581276813561704,0.0,0.0,195,core/CB1_CORE_L_CF2_R01.json
CB1_CORE_L_CF2_R02,CORE,L,CF2,BASE,BASE,R02,,552322,1,552322001,0.5,0.5,0.38,0.36357012750455375,0.20-0.45,0.328651706428155,0.42,0.42195090707971267,0.550319022366922,1.0006951916787983,0.9346538122303432,0.0,0.0,183,core/CB1_CORE_L_CF2_R02.json
CB1_CORE_L_CF2_R03,CORE,L,CF2,BASE,BASE,R03,,552323,2,552323002,0.5,0.5,0.38,0.36376811594202896,0.20-0.45,0.3261523752225255,0.42,0.4226072126419865,0.5499960206030725,1.0025849074058957,0.9244591366810528,0.0,0.0,184,core/CB1_CORE_L_CF2_R03.json
CB1_CORE_L_CF2_R04,CORE,L,CF2,BASE,BASE,R04,,552324,2,552324002,0.5,0.5,0.38,0.3664646464646465,0.20-0.45,0.32580895992166076,0.42,0.41941042305118176,0.5507457498943252,0.9973411062970399,0.9541840330496625,0.0,0.0,165,core/CB1_CORE_L_CF2_R04.json
CB1_CORE_L_CF2_R05,CORE,L,CF2,BASE,BASE,R05,,552325,1,552325001,0.5,0.5,0.38,0.35977653631284917,0.20-0.45,0.32360509165903617,0.42,0.41864133603100034,0.5502375282912109,1.000754432289702,0.956086135955805,0.0,0.0,179,core/CB1_CORE_L_CF2_R05.json
CB1_CORE_L_CF3_R01,CORE,L,CF3,BASE,BASE,R01,,552331,1,552331001,0.65,0.65,0.52,0.48393782383419687,0.20-0.45,0.3281057324415925,0.42,0.41922303049063614,0.5494396668472372,1.0003227699530517,0.9615070443759208,0.0,0.0,193,core/CB1_CORE_L_CF3_R01.json
CB1_CORE_L_CF3_R02,CORE,L,CF3,BASE,BASE,R02,,552332,1,552332001,0.65,0.65,0.52,0.49660678642714573,0.20-0.45,0.32131146252046006,0.42,0.419381328195656,0.5503950473261394,0.9955210294208624,0.9508545316513206,0.0,0.0,167,core/CB1_CORE_L_CF3_R02.json
CB1_CORE_L_CF3_R03,CORE,L,CF3,BASE,BASE,R03,,552333,1,552333001,0.65,0.65,0.52,0.4954545454545455,0.20-0.45,0.325299522889537,0.42,0.4205339476112228,0.5498261349763698,0.9997123276080887,0.9626615178868569,0.0,0.0,176,core/CB1_CORE_L_CF3_R03.json
CB1_CORE_L_CF3_R04,CORE,L,CF3,BASE,BASE,R04,,552334,1,552334001,0.65,0.65,0.52,0.4896551724137931,0.20-0.45,0.32566618399386743,0.42,0.4189286248775532,0.5494886567923655,0.9979182917316691,0.9285510222165596,0.0,0.0,174,core/CB1_CORE_L_CF3_R04.json
CB1_CORE_L_CF3_R05,CORE,L,CF3,BASE,BASE,R05,,552335,1,552335001,0.65,0.65,0.52,0.49872495446265935,0.20-0.45,0.32791898088632443,0.42,0.4178968471884452,0.5501994001311855,1.0018227673032725,0.9474448909678147,0.0,0.0,183,core/CB1_CORE_L_CF3_R05.json
