instance_id,suite,scale,CF_level,RI_level,TI_level,replicate,base_structure,base_seed,accepted_attempt,final_seed,target_F_cap,realized_F_cap,target_F_route,realized_F_route,target_processing_CV,realized_processing_CV,target_RI,realized_RI,realized_W_TI,realized_F_TI,configuration_entropy,R_full_op,R_full_island,number_of_operations,relative_path
CB1_SENS_M_CF2_RI3_TI2_R02,SENS,M,CF2,RI3,TI2,R02,SENS_R02,553002,1,553002001,0.5,0.5,0.38,0.34144144144144145,0.20-0.45,0.32627673247294103,0.8,0.840568317165108,0.5489464043758845,1.0016348312227352,0.9695399852174694,0.0,0.0,111,sensitivity/CB1_SENS_M_CF2_RI3_TI2_R02.json
CB1_SENS_M_CF2_RI3_TI3_R02,SENS,M,CF2,RI3,TI3,R02,SENS_R02,553002,1,553002001,0.5,0.5,0.38,0.34144144144144145,0.20-0.45,0.32627673247294103,0.8,0.840568317165108,1.097892808751769,2.0032696624454704,0.9695399852174694,0.0,0.0,111,sensitivity/CB1_SENS_M_CF2_RI3_TI3_R02.json
CB1_SENS_M_CF2_RI1_TI1_R03,SENS,M,CF2,RI1,TI1,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.2,0.20879071208317762,0.27656048975218034,0.49990177174664385,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI1_R03.json
CB1_SENS_M_CF2_RI1_TI2_R03,SENS,M,CF2,RI1,TI2,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.2,0.20879071208317762,0.5506747442141694,0.9998035434932877,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI2_R03.json
CB1_SENS_M_CF2_RI1_TI3_R03,SENS,M,CF2,RI1,TI3,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.2,0.20879071208317762,1.1013494884283388,1.9996070869865754,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI3_R03.json
CB1_SENS_M_CF2_RI2_TI1_R03,SENS,M,CF2,RI2,TI1,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.4,0.4205712672988112,0.27656048975218034,0.49990177174664385,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI1_R03.json
CB1_SENS_M_CF2_RI2_TI2_R03,SENS,M,CF2,RI2,TI2,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.4,0.4205712672988112,0.5506747442141694,0.9998035434932877,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI2_R03.json
CB1_SENS_M_CF2_RI2_TI3_R03,SENS,M,CF2,RI2,TI3,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.4,0.4205712672988112,1.1013494884283388,1.9996070869865754,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI3_R03.json
CB1_SENS_M_CF2_RI3_TI1_R03,SENS,M,CF2,RI3,TI1,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.8,0.8411425345976224,0.27656048975218034,0.49990177174664385,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI1_R03.json
CB1_SENS_M_CF2_RI3_TI2_R03,SENS,M,CF2,RI3,TI2,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.8,0.8411425345976224,0.5506747442141694,0.9998035434932877,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI2_R03.json
CB1_SENS_M_CF2_RI3_TI3_R03,SENS,M,CF2,RI3,TI3,R03,SENS_R03,553003,2,553003002,0.5,0.5,0.38,0.35590551181102364,0.20-0.45,0.32570308047875335,0.8,0.8411425345976224,1.1013494884283388,1.9996070869865754,0.9507309624518443,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI3_R03.json
CB1_SENS_M_CF2_RI1_TI1_R04,SENS,M,CF2,RI1,TI1,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.2,0.20913676881047746,0.2744053923033194,0.4974029399352933,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI1_TI1_R04.json
CB1_SENS_M_CF2_RI1_TI2_R04,SENS,M,CF2,RI1,TI2,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.2,0.20913676881047746,0.5506702596754899,0.9988236742157828,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI1_TI2_R04.json
CB1_SENS_M_CF2_RI1_TI3_R04,SENS,M,CF2,RI1,TI3,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.2,0.20913676881047746,1.1013405193509798,1.9976473484315656,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI1_TI3_R04.json
CB1_SENS_M_CF2_RI2_TI1_R04,SENS,M,CF2,RI2,TI1,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.4,0.41658183473876703,0.2744053923033194,0.4974029399352933,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI2_TI1_R04.json
CB1_SENS_M_CF2_RI2_TI2_R04,SENS,M,CF2,RI2,TI2,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.4,0.41658183473876703,0.5506702596754899,0.9988236742157828,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI2_TI2_R04.json
CB1_SENS_M_CF2_RI2_TI3_R04,SENS,M,CF2,RI2,TI3,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.4,0.41658183473876703,1.1013405193509798,1.9976473484315656,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI2_TI3_R04.json
CB1_SENS_M_CF2_RI3_TI1_R04,SENS,M,CF2,RI3,TI1,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.8,0.8331636694775341,0.2744053923033194,0.4974029399352933,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI3_TI1_R04.json
CB1_SENS_M_CF2_RI3_TI2_R04,SENS,M,CF2,RI3,TI2,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.8,0.8331636694775341,0.5506702596754899,0.9988236742157828,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI3_TI2_R04.json
CB1_SENS_M_CF2_RI3_TI3_R04,SENS,M,CF2,RI3,TI3,R04,SENS_R04,553004,1,553004001,0.5,0.5,0.38,0.3515384615384615,0.20-0.45,0.3268952406288025,0.8,0.8331636694775341,1.1013405193509798,1.9976473484315656,0.9566309256320911,0.0,0.0,130,sensitivity/CB1_SENS_M_CF2_RI3_TI3_R04.json
CB1_SENS_M_CF2_RI1_TI1_R05,SENS,M,CF2,RI1,TI1,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.2,0.20858914599084463,0.2736575308723627,0.500710519427097,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI1_R05.json
CB1_SENS_M_CF2_RI1_TI2_R05,SENS,M,CF2,RI1,TI2,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.2,0.20858914599084463,0.5496215456439968,1.0038835496054748,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI2_R05.json
CB1_SENS_M_CF2_RI1_TI3_R05,SENS,M,CF2,RI1,TI3,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.2,0.20858914599084463,1.0992430912879936,2.0077670992109495,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI1_TI3_R05.json
CB1_SENS_M_CF2_RI2_TI1_R05,SENS,M,CF2,RI2,TI1,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.4,0.41717829198168926,0.2736575308723627,0.500710519427097,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI1_R05.json
CB1_SENS_M_CF2_RI2_TI2_R05,SENS,M,CF2,RI2,TI2,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.4,0.41717829198168926,0.5496215456439968,1.0038835496054748,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI2_R05.json
CB1_SENS_M_CF2_RI2_TI3_R05,SENS,M,CF2,RI2,TI3,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.4,0.41717829198168926,1.0992430912879936,2.0077670992109495,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI2_TI3_R05.json
CB1_SENS_M_CF2_RI3_TI1_R05,SENS,M,CF2,RI3,TI1,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.8,0.8343565839633785,0.2736575308723627,0.500710519427097,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI1_R05.json
CB1_SENS_M_CF2_RI3_TI2_R05,SENS,M,CF2,RI3,TI2,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.8,0.8343565839633785,0.5496215456439968,1.0038835496054748,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI2_R05.json
CB1_SENS_M_CF2_RI3_TI3_R05,SENS,M,CF2,RI3,TI3,R05,SENS_R05,553005,1,553005001,0.5,0.5,0.38,0.3456692913385827,0.20-0.45,0.32532267444485713,0.8,0.8343565839633785,1.0992430912879936,2.0077670992109495,0.9770602035288649,0.0,0.0,127,sensitivity/CB1_SENS_M_CF2_RI3_TI3_R05.json
