gate_id,gate_index,p_min,lcb_lambda,delta_min,state_id,instance_id,scale,CF_level,search_stage,target_set_id,calibrated_probability,ensemble_advantage_mean,ensemble_advantage_std,lcb,ensemble_immediate_utility,realized_continuation_advantage,fallback_rejected,probability_rejected,lower_bound_rejected,support_rejected,immediate_harm_rejected,local_rejection_count,local_rejection_signature,first_local_rejection,intervened,overall_mean_lift_rejected,grouped_bootstrap_lift_rejected,scale_lift_rejected,scale_coverage_rejected,coverage_aggregation_rejected,gate_retained
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000090,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,20-40%,ts_b2062c766cdd2dfbceb4,0.43940987383954877,0.9244109988212585,0.6435914039611816,0.6026152968406677,-0.057265061885118484,-0.005469129800680603,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000127,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,40-60%,ts_ab743dcdc4edc4bd9408,0.46532102874239656,0.7879552841186523,0.5757407546043396,0.5000849068164825,-0.025617249310016632,-0.02446445959104187,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000164,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,40-60%,ts_32751aa080dd6a49aade,0.4215742730551102,0.7805028557777405,0.5578882098197937,0.5015587508678436,0.01637185737490654,0.005207041904289611,False,True,False,True,False,2,probability_rejected+support_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000204,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,60-80%,ts_2c7684ba435faff7a31c,0.4376740871356723,0.6982520222663879,0.558914303779602,0.4187948703765869,0.0018870197236537933,0.016234552944027137,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000241,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,80-100%,ts_4d3fe6682f6c0f6a7d69,0.4619539808054445,0.9888942837715149,0.6724472045898438,0.652670681476593,-0.0310759786516428,-0.048127670268911786,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12_C02__seed691202__it0000270,CB1_CAUR_L_CF1_RI2_TI2_R12_C02,L,CF1,80-100%,ts_6c697d1fd6a502975f5f,0.4470339022357345,0.8534770011901855,0.7102918028831482,0.49833109974861145,0.0033524297177791595,-0.006696428571428571,False,True,False,True,False,2,probability_rejected+support_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,0-20%,ts_6771085b439c0a344cda,0.5057924953974724,0.8788633942604065,0.6086829304695129,0.57452192902565,-0.011081025004386902,-0.022058823529411766,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000050,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,0-20%,ts_aa5d6547275c0554c8cd,0.4694921627669047,1.0307893753051758,0.6960351467132568,0.6827718019485474,-0.024302223697304726,0.047684952189229995,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000091,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,20-40%,ts_6af7a8107230bf3cc5ce,0.46290980133864323,0.7714466452598572,0.563376784324646,0.4897582530975342,-0.027183501049876213,0.001699441612041757,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000128,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,40-60%,ts_536a09bd44669fa04556,0.4500659567346914,0.7077443599700928,0.6242901086807251,0.3955993056297302,-0.0015632001450285316,0.020889987639060567,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000165,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,40-60%,ts_9e30743a34dfb449012a,0.41162277731391006,0.6487758755683899,0.5634744167327881,0.36703866720199585,0.017616603523492813,-0.02954603094090794,False,True,False,True,False,2,probability_rejected+support_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000205,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,60-80%,ts_c3cc6ce94637b446cb78,0.4849503158252559,0.9544262886047363,0.6111937761306763,0.6488294005393982,-0.0393206924200058,-0.006071805702217529,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000242,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,80-100%,ts_1b02468812e52631562b,0.48226045355911246,0.8722150921821594,0.6530014872550964,0.5457143485546112,-0.018890323117375374,-0.01776103336921421,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691201__it0000270,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,80-100%,ts_042906a16ba2a32b3ba7,0.5049664014211883,0.9781217575073242,0.6709372997283936,0.6426531076431274,-0.022334381937980652,-0.01914241960183767,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000012,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,0-20%,ts_d1c3af669fd1c6608193,0.4135356951468312,0.7094115614891052,0.576198399066925,0.4213123619556427,0.02723928540945053,-0.04371289800323799,False,True,False,True,False,2,probability_rejected+support_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000050,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,0-20%,ts_5c76d9cfc2fc592f2088,0.4674741600211698,0.8104569911956787,0.607752799987793,0.5065805912017822,-0.05478047952055931,0.02462121212121212,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000091,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,20-40%,ts_9630e3e8de6650722955,0.47987292822364425,0.6676387786865234,0.4818446636199951,0.4267164468765259,0.00808806624263525,0.020060043668122272,False,True,False,True,False,2,probability_rejected+support_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000129,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,40-60%,ts_a72ce71f09ecd10f9098,0.4524157941357034,0.7516489028930664,0.5946906805038452,0.4543035626411438,-0.10468437522649765,-0.0004827419744146754,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000167,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,40-60%,ts_ff355121d9fb18ec8d81,0.5271626218591633,1.0386922359466553,0.699907660484314,0.6887384057044983,-0.02803150750696659,0.02294997421351212,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000208,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,60-80%,ts_ee1ea5a0530910bb24a0,0.4808947570456744,0.7628352642059326,0.6160034537315369,0.4548335373401642,-0.02832186408340931,-0.04679469840411144,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000245,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,80-100%,ts_7f6c33a6365ddc31e28b,0.5174721487091511,0.7844851613044739,0.6556534767150879,0.45665842294692993,-0.05407238379120827,-0.0005361930294906167,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF1_RI2_TI2_R12__seed691202__it0000274,CB1_CAUR_L_CF1_RI2_TI2_R12,L,CF1,80-100%,ts_0902d0fdbaf09216b968,0.47949246256502787,0.7396950125694275,0.6274726986885071,0.42595866322517395,-0.025002790614962578,0.03188010899182561,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,0-20%,ts_0f6607c413d0ac0cf5d0,0.45401917081131354,0.3767313063144684,0.3029659688472748,0.225248321890831,-0.0027404825668781996,0.01348770589639532,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000045,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,0-20%,ts_7c3d5a4417cfaedcef88,0.5248220916193274,0.4922776222229004,0.21606753766536713,0.3842438533902168,-0.04759171977639198,0.008160237388724036,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000084,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,20-40%,ts_897efaf234781c1bff8a,0.6297900771810357,0.6921681761741638,0.20577290654182434,0.5892817229032516,-0.03185320273041725,-0.0012717667775386417,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000119,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,40-60%,ts_c94323c3e4e2fc7ed3cb,0.7567057735039606,0.8999357223510742,0.22483104467391968,0.7875202000141144,0.0044293529354035854,0.02805247225025227,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000155,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,40-60%,ts_8085a401d3d390d4af28,0.6460352655835481,0.7021231055259705,0.20890216529369354,0.5976720228791237,-0.03736500069499016,-0.02920423363386907,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,60-80%,ts_d2d10c854bca94799307,0.6844403758338621,0.5850485563278198,0.1252715140581131,0.5224127992987633,-0.009713615290820599,0.05809217577706324,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,80-100%,ts_cdacc450c2c37c12c13c,0.6646397259650381,0.7329913973808289,0.20041057467460632,0.6327861100435257,0.00739287817850709,-0.018123667377398723,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691201__it0000258,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,80-100%,ts_b6b70f0fe7950726d888,0.6460403875886888,0.6721058487892151,0.19500166177749634,0.5746050179004669,-0.010737783275544643,0.030383795309168446,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,0-20%,ts_9fdddb4b57d0df80f3a4,0.7090698159543872,0.7853071689605713,0.174248605966568,0.6981828659772873,0.00979799497872591,0.039852645679839246,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,0-20%,ts_8df5d80775ab6b6daf8d,0.6062459394243107,0.7025313377380371,0.21680833399295807,0.5941271707415581,0.01780560612678528,0.044712041884816756,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000084,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,20-40%,ts_ad79b67eacb934b44f22,0.550048871436571,0.5471255779266357,0.20705077052116394,0.44360019266605377,-0.08124492317438126,-0.004840661557079467,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000119,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,40-60%,ts_7557fe7bf08d38b52c52,0.5192928857255322,0.44095805287361145,0.24140208959579468,0.3202570080757141,-0.016346262767910957,-0.00041017227235438887,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000155,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,40-60%,ts_21a595256c8227143d01,0.6465351768203497,0.5800922513008118,0.19370689988136292,0.4832388013601303,0.023746969178318977,-0.01866283839212469,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,60-80%,ts_4f9f92533cd75ba364bd,0.7061432755891001,0.8794266581535339,0.13640621304512024,0.8112235516309738,-0.06043785437941551,-0.024722396815420072,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000230,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,80-100%,ts_0574deabde19e0fe5d81,0.6209679065048718,0.7619478106498718,0.33300647139549255,0.5954445749521255,-0.07390937209129333,-0.020681504825684458,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12_C02__seed691202__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12_C02,L,CF2,80-100%,ts_018fe9952b94b1f660f2,0.7202710039777885,0.8409021496772766,0.22881419956684113,0.726495049893856,-0.009700767695903778,0.03460105861595766,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000011,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,0-20%,ts_c6441c28a79fdea42f26,0.6690887914912093,0.7405897974967957,0.16689790785312653,0.6571408435702324,-0.018338872119784355,0.01336546888694128,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,0-20%,ts_528689946633f52a6649,0.5493542117539172,0.4512917697429657,0.26414409279823303,0.3192197233438492,0.01029063481837511,-0.017431972789115645,False,True,False,False,False,1,probability_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000085,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,20-40%,ts_e4dab1081154407de3ef,0.5629894740261937,0.6258158087730408,0.22251643240451813,0.5145575925707817,-0.02343612350523472,0.004677980852915578,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000121,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,40-60%,ts_ed78cef9a346220b7dac,0.625624233783969,0.6202619075775146,0.18714101612567902,0.5266913995146751,0.02690756507217884,-0.02416666666666667,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000156,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,40-60%,ts_9710f159642f1e613c06,0.5060322961689926,0.3946826756000519,0.22570280730724335,0.2818312719464302,-0.11669556051492691,-0.02217873450750163,False,True,False,True,True,3,probability_rejected+support_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000194,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,60-80%,ts_c7503bc4f6ffbafb9062,0.7476290330765821,0.9368746876716614,0.2469071000814438,0.8134211376309395,-0.07660689949989319,0.04320864172834567,False,False,False,True,True,2,support_rejected+immediate_harm_rejected,support_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000229,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,80-100%,ts_f67a9de29fe56b491892,0.5577087846681874,0.411655068397522,0.24099501967430115,0.2911575585603714,0.006869164761155844,0.012177795818956769,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691201__it0000257,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,80-100%,ts_a8c3b5eba21e531bb8c3,0.6414304296861489,0.5864129662513733,0.16301782429218292,0.5049040541052818,-0.019550951197743416,0.05409769882922891,False,False,False,False,True,1,immediate_harm_rejected,immediate_harm_rejected,False,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000010,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,0-20%,ts_be00ac3adcc6d47643d8,0.5566645064368652,0.48237815499305725,0.2645707130432129,0.3500927984714508,0.02330172248184681,0.009013068949977467,False,False,False,False,False,0,accepted,accepted,True,False,False,False,True,True,False
p0.55_lambda0.5_delta0.0000,0,0.55,0.5,0.0,CB1_CAUR_L_CF2_RI2_TI2_R12__seed691202__it0000046,CB1_CAUR_L_CF2_RI2_TI2_R12,L,CF2,0-20%,ts_7c72b79d1c1deb6ef6a1,0.505500502216606,0.504929780960083,0.25855451822280884,0.3756525218486786,-0.016354264691472054,0.1387792991413321,False,True,False,False,True,2,probability_rejected+immediate_harm_rejected,probability_rejected,False,False,False,False,True,True,False
