original_path,sha256,classification,action,canonical_or_retained_path,last_authoritative_commit,reason,recovery
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF1_R02/seed_530104.json,ff2826b67856549c9e52e7555e2a67bc2f5f20d319bc17c2b1a0c3b2f0a93ed3,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF1_R02/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF1_R02/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF1_R02/seed_530105.json,230df68d029e04f3ced77595069a3ad0bb87caebc7e556e7fe4906de6c2c1fc7,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF1_R02/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF1_R02/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530101.json,f06f5894aae221e157d19a9708b24aaf001ada7a7fee648e2b82ed38531e8a89,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R01/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530102.json,fa372ea4b6757ec6f237ca67872c5589cd495df001470af3ec4bcd8c49bfef76,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R01/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530103.json,64df83d0e3ac4ab3058759010ccf39e64c78b3c82294206991c6744343e9ed20,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R01/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530104.json,f91e420522a8bbe37e122b0129f660af367461a98e3c2aa3e33851dbb9c3a2da,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R01/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530105.json,1b30bcd4831a0fb332ee351deadf59532c3ce365a1397d443ca7b97da2c60d69,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R01/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R01/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530101.json,5b1e5b30c9014cd4411103555e7c30de7c54b47bb11dc955d87784d63fd68a91,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R02/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530102.json,2d4bc630c90709416457eb36cc5eaf03febede29145719e53253b79bb2db1612,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R02/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530103.json,5230fcef0fb855210ea696411652283ade7b5235684a1212fe2eee8e0ff0da62,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R02/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530104.json,32e95b461e59d50cc0660b3d4088af00c57e3c43436f29db8373282014a58bed,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R02/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530105.json,ffc1749558bd8b0ab1922b6e5a082310cfd453b42ee3e83003e91718a2d55792,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF2_R02/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF2_R02/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530101.json,6351a2024b1c2a22350edafffe81bf1d36c502aec282c8a241b5b67592eae3d2,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R01/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530102.json,5d80589dcf917faf7c54ce4b725a2812f31ebf7212abb33049caeebd778b6bcc,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R01/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530103.json,b189482397f082e67b899fd37a5a31c9474fe706d4e910a1c2d093150ff1e618,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R01/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530104.json,ead1173690ddb3c4994b1f45259b3daed105abd98cc31efe26b884446bc13339,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R01/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530105.json,8d6caa6e77d75feac457515df44d1e2cbff4adb87e3821a535d6b00b0ab3f4e6,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R01/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R01/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530101.json,d9cf89235a114298b01da4549414dcec843be693093ae1630b758a68a61f0196,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530102.json,91fc1a7ba403557d9206df46981b1a68abc5177f27cc2dafd2b0f8e06b8f5f33,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530103.json,200b1d95d90067da6547b88f73a0a2c0d50a6019f33f85d85d40dd2dc7b6a9ec,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530104.json,cc48f2f5ced9b504d128728ff992baa93232768f8ab6bc86ab3a27739fe56583,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530105.json,30aae9fe601b0a1a42b8736efc901dfba8a5fd68ac439faf55a4478e653717aa,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_L_CF3_R02/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_L_CF3_R02/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530101.json,dec9eae8d48484cbf2ea81e979dc85a2f5bb5a1bb730e05fff143d69220f91b9,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530102.json,3d876b9a936c2625afd8fed4d4f414463d850b1e12a03b2c12a74fe00b6ff9f3,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530103.json,5823f130e829a124d83457d0588e45ee7f8820a8952cf4f5c131ed9ea840061a,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530104.json,59f50b3db394b087749aaba66ec250bc25fa24ff65bb8a505564df244bcaba7f,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530104.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530105.json,d0e0b632d1fb59974db6a1278fc9a9bf5b04cd421d0a15bcad87d49e7aae3db2,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R01/seed_530105.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R01/seed_530105.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530101.json,4172cee1be92c7b974b9a6acf9c7c2adf88e629c58092eac552e0280d01c6fa2,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530101.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530101.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530102.json,7be45a2d8f217c53f182fa9fe90c6a89573738d3d790088e5b2a8be1dd01728c,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530102.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530102.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530103.json,83a5292b7e1c51e782d04336a272984d040f968228648d8be9720088448ed4f9,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530103.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530103.json
paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530104.json,7ebf285cfa5334ba5ebb2a85d21b08cac57cf2be1bc54343338e1f549bc96047,ARCHIVE_POINTER_ONLY,remove_byte_identical_duplicate,paper_experiments/raw_results/core45/CSG_NI_PROVISIONAL_PHASE6H/runs/CB1_CORE_M_CF1_R02/seed_530104.json,fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c,Byte-identical duplicate; source and copy SHA256 match in reference_replay_audit.csv.,git show fa97fec6cac2a94cd1bdc39cbb8c0001f411fa2c:paper_experiments/ablation/raw_results/full_reference/runs/CB1_CORE_M_CF1_R02/seed_530104.json
